any;mes;motiu;quantitat;tipo
2001;11;CANVI RESIDENCIA;514;alta
2001;12;NEIXEMENT;127;alta
2001;12;CANVI RESIDENCIA;327;alta
2000;1;NEIXEMENT;147;alta
2000;1;CANVI RESIDENCIA;287;alta
2000;2;NEIXEMENT;111;alta
2000;2;CANVI RESIDENCIA;325;alta
2000;3;NEIXEMENT;121;alta
2000;3;CANVI RESIDENCIA;320;alta
2000;4;NEIXEMENT;101;alta
2000;4;CANVI RESIDENCIA;253;alta
2000;5;NEIXEMENT;125;alta
2000;5;CANVI RESIDENCIA;303;alta
2000;6;NEIXEMENT;105;alta
2000;6;CANVI RESIDENCIA;348;alta
2000;7;NEIXEMENT;106;alta
2000;7;CANVI RESIDENCIA;249;alta
2000;8;OMISIO;1;alta
2000;8;NEIXEMENT;140;alta
2000;8;CANVI RESIDENCIA;224;alta
2000;9;NEIXEMENT;129;alta
2000;9;CANVI RESIDENCIA;268;alta
2000;10;NEIXEMENT;131;alta
2000;10;CANVI RESIDENCIA;309;alta
2000;11;OMISIO;1;alta
2000;11;NEIXEMENT;111;alta
2000;11;CANVI RESIDENCIA;270;alta
2000;12;NEIXEMENT;136;alta
2000;12;CANVI RESIDENCIA;221;alta
1999;1;NEIXEMENT;107;alta
1999;1;CANVI RESIDENCIA;171;alta
1999;2;NEIXEMENT;119;alta
1999;2;CANVI RESIDENCIA;242;alta
1999;3;NEIXEMENT;103;alta
1999;3;CANVI RESIDENCIA;360;alta
1999;4;NEIXEMENT;107;alta
1999;4;CANVI RESIDENCIA;215;alta
1999;5;NEIXEMENT;131;alta
1999;5;CANVI RESIDENCIA;309;alta
1999;6;NEIXEMENT;117;alta
1999;6;CANVI RESIDENCIA;219;alta
1999;7;NEIXEMENT;113;alta
1999;7;CANVI RESIDENCIA;193;alta
1999;8;NEIXEMENT;121;alta
1999;8;CANVI RESIDENCIA;270;alta
1999;9;NEIXEMENT;101;alta
1999;9;CANVI RESIDENCIA;218;alta
1999;10;NEIXEMENT;93;alta
1999;10;CANVI RESIDENCIA;300;alta
1999;11;NEIXEMENT;102;alta
1999;11;CANVI RESIDENCIA;232;alta
1999;12;NEIXEMENT;113;alta
1999;12;CANVI RESIDENCIA;180;alta
1998;1;NEIXEMENT;111;alta
1998;1;CANVI RESIDENCIA;218;alta
1998;2;NEIXEMENT;103;alta
1998;2;CANVI RESIDENCIA;233;alta
1998;3;NEIXEMENT;100;alta
1998;3;CANVI RESIDENCIA;345;alta
1998;4;NEIXEMENT;100;alta
1998;4;CANVI RESIDENCIA;195;alta
1998;5;NEIXEMENT;100;alta
1998;5;CANVI RESIDENCIA;193;alta
1998;6;NEIXEMENT;101;alta
1998;6;CANVI RESIDENCIA;255;alta
1998;7;NEIXEMENT;99;alta
1998;7;CANVI RESIDENCIA;177;alta
1998;8;NEIXEMENT;114;alta
1998;8;CANVI RESIDENCIA;217;alta
1998;9;NEIXEMENT;111;alta
1998;9;CANVI RESIDENCIA;227;alta
1998;10;NEIXEMENT;135;alta
1998;10;CANVI RESIDENCIA;232;alta
1998;11;NEIXEMENT;122;alta
1998;11;CANVI RESIDENCIA;312;alta
1998;12;NEIXEMENT;110;alta
1998;12;CANVI RESIDENCIA;170;alta
1997;1;OMISIO;130;alta
1997;1;NEIXEMENT;99;alta
1997;1;CANVI RESIDENCIA;124;alta
1997;2;NEIXEMENT;82;alta
1997;2;CANVI RESIDENCIA;273;alta
1997;3;NEIXEMENT;102;alta
1997;3;CANVI RESIDENCIA;231;alta
1997;4;NEIXEMENT;118;alta
1997;4;CANVI RESIDENCIA;368;alta
1997;5;NEIXEMENT;130;alta
1997;5;CANVI RESIDENCIA;204;alta
1997;6;NEIXEMENT;99;alta
1997;6;CANVI RESIDENCIA;237;alta
1997;7;NEIXEMENT;101;alta
1997;7;CANVI RESIDENCIA;132;alta
1997;8;NEIXEMENT;97;alta
1997;8;CANVI RESIDENCIA;128;alta
1997;9;NEIXEMENT;111;alta
1997;9;CANVI RESIDENCIA;273;alta
1997;10;NEIXEMENT;125;alta
1997;10;CANVI RESIDENCIA;232;alta
1997;11;NEIXEMENT;97;alta
1997;11;CANVI RESIDENCIA;226;alta
1997;12;NEIXEMENT;121;alta
1997;12;CANVI RESIDENCIA;176;alta
1996;1;NEIXEMENT;91;alta
1996;2;NEIXEMENT;100;alta
1996;3;NEIXEMENT;112;alta
1996;4;NEIXEMENT;119;alta
1996;4;CANVI RESIDENCIA;1;alta
1996;5;OMISIO;13;alta
1996;5;NEIXEMENT;79;alta
1996;5;CANVI RESIDENCIA;88;alta
1996;6;OMISIO;1;alta
1996;6;NEIXEMENT;124;alta
1996;6;CANVI RESIDENCIA;33;alta
1996;7;NEIXEMENT;122;alta
1996;7;CANVI RESIDENCIA;39;alta
1996;8;OMISIO;15;alta
1996;8;NEIXEMENT;110;alta
1996;8;CANVI RESIDENCIA;55;alta
1996;9;OMISIO;50;alta
1996;9;NEIXEMENT;90;alta
1996;9;CANVI RESIDENCIA;87;alta
1996;10;OMISIO;43;alta
1996;10;NEIXEMENT;135;alta
1996;10;CANVI RESIDENCIA;107;alta
1996;11;OMISIO;42;alta
1996;11;NEIXEMENT;122;alta
1996;11;CANVI RESIDENCIA;98;alta
1996;12;OMISIO;217;alta
1996;12;NEIXEMENT;110;alta
1996;12;CANVI RESIDENCIA;104;alta
1995;1;NEIXEMENT;106;alta
1995;2;NEIXEMENT;105;alta
1995;3;NEIXEMENT;106;alta
1995;4;NEIXEMENT;103;alta
1995;5;NEIXEMENT;95;alta
1995;6;NEIXEMENT;126;alta
1995;7;NEIXEMENT;101;alta
1995;8;NEIXEMENT;132;alta
1995;9;NEIXEMENT;132;alta
1995;10;NEIXEMENT;116;alta
1995;11;NEIXEMENT;109;alta
1995;12;NEIXEMENT;109;alta
1994;1;NEIXEMENT;106;alta
1994;2;NEIXEMENT;109;alta
1994;3;NEIXEMENT;106;alta
1994;4;NEIXEMENT;124;alta
1994;5;NEIXEMENT;115;alta
1994;6;NEIXEMENT;94;alta
1994;7;NEIXEMENT;98;alta
1994;8;NEIXEMENT;106;alta
1994;9;NEIXEMENT;115;alta
1994;10;NEIXEMENT;100;alta
1994;11;NEIXEMENT;101;alta
1994;12;NEIXEMENT;110;alta
1993;1;NEIXEMENT;113;alta
1993;2;NEIXEMENT;99;alta
1993;3;NEIXEMENT;109;alta
1993;4;NEIXEMENT;112;alta
1993;4;CANVI RESIDENCIA;1;alta
1993;5;NEIXEMENT;90;alta
1993;6;NEIXEMENT;93;alta
1993;7;NEIXEMENT;126;alta
1993;8;NEIXEMENT;120;alta
1993;9;NEIXEMENT;102;alta
1993;10;NEIXEMENT;120;alta
1993;11;NEIXEMENT;77;alta
1993;12;NEIXEMENT;89;alta
1992;1;NEIXEMENT;109;alta
1992;2;NEIXEMENT;95;alta
1992;3;NEIXEMENT;109;alta
1992;4;NEIXEMENT;104;alta
1992;5;NEIXEMENT;134;alta
1992;6;NEIXEMENT;96;alta
1992;7;NEIXEMENT;125;alta
1992;8;NEIXEMENT;131;alta
1992;9;NEIXEMENT;126;alta
1992;10;NEIXEMENT;104;alta
1992;11;NEIXEMENT;118;alta
1992;12;NEIXEMENT;134;alta
1991;1;NEIXEMENT;105;alta
1991;2;NEIXEMENT;109;alta
1991;3;NEIXEMENT;110;alta
1991;4;NEIXEMENT;96;alta
1991;5;NEIXEMENT;95;alta
1991;6;NEIXEMENT;122;alta
1991;7;NEIXEMENT;118;alta
1991;8;NEIXEMENT;100;alta
1991;9;NEIXEMENT;118;alta
1991;10;NEIXEMENT;108;alta
1991;11;NEIXEMENT;105;alta
1991;12;NEIXEMENT;119;alta
1990;1;NEIXEMENT;108;alta
1990;2;NEIXEMENT;76;alta
1990;3;NEIXEMENT;118;alta
1990;4;NEIXEMENT;104;alta
1990;5;NEIXEMENT;130;alta
1990;6;NEIXEMENT;107;alta
1990;7;NEIXEMENT;108;alta
1990;8;NEIXEMENT;120;alta
1990;9;NEIXEMENT;109;alta
1990;10;NEIXEMENT;94;alta
1990;11;NEIXEMENT;136;alta
1990;12;NEIXEMENT;116;alta
1989;1;NEIXEMENT;109;alta
1989;2;NEIXEMENT;111;alta
1989;3;NEIXEMENT;114;alta
1989;4;NEIXEMENT;99;alta
1989;5;NEIXEMENT;96;alta
1989;6;NEIXEMENT;122;alta
1989;7;NEIXEMENT;125;alta
1989;8;NEIXEMENT;121;alta
1989;9;NEIXEMENT;118;alta
1989;10;NEIXEMENT;115;alta
1989;11;NEIXEMENT;121;alta
1989;12;NEIXEMENT;107;alta
1988;1;NEIXEMENT;129;alta
1988;2;NEIXEMENT;109;alta
1988;3;NEIXEMENT;119;alta
1988;4;NEIXEMENT;122;alta
1988;5;NEIXEMENT;104;alta
1988;6;NEIXEMENT;122;alta
1988;7;NEIXEMENT;124;alta
1988;8;NEIXEMENT;129;alta
1988;9;NEIXEMENT;154;alta
1988;10;NEIXEMENT;121;alta
1988;11;NEIXEMENT;104;alta
1988;12;NEIXEMENT;152;alta
1987;1;NEIXEMENT;136;alta
1987;2;NEIXEMENT;115;alta
1987;3;NEIXEMENT;120;alta
1987;4;NEIXEMENT;146;alta
1987;5;NEIXEMENT;107;alta
1987;6;NEIXEMENT;117;alta
1987;7;NEIXEMENT;111;alta
1987;8;NEIXEMENT;136;alta
1987;9;NEIXEMENT;118;alta
1987;10;NEIXEMENT;118;alta
1987;11;NEIXEMENT;108;alta
1987;12;NEIXEMENT;137;alta
1986;1;NEIXEMENT;123;alta
1986;2;NEIXEMENT;100;alta
1986;3;NEIXEMENT;132;alta
1986;4;NEIXEMENT;138;alta
1986;5;NEIXEMENT;121;alta
1986;6;NEIXEMENT;78;alta
1986;7;NEIXEMENT;139;alta
1986;8;NEIXEMENT;139;alta
1986;9;NEIXEMENT;127;alta
1986;10;NEIXEMENT;115;alta
1986;11;NEIXEMENT;112;alta
1986;12;NEIXEMENT;114;alta
1985;1;NEIXEMENT;144;alta
1985;2;NEIXEMENT;100;alta
1985;3;NEIXEMENT;144;alta
1985;4;NEIXEMENT;130;alta
1985;5;NEIXEMENT;144;alta
1985;6;NEIXEMENT;125;alta
1985;7;NEIXEMENT;133;alta
1985;8;NEIXEMENT;135;alta
1985;9;NEIXEMENT;137;alta
1985;10;NEIXEMENT;159;alta
1985;11;NEIXEMENT;106;alta
1985;12;NEIXEMENT;142;alta
1984;1;NEIXEMENT;135;alta
1984;2;NEIXEMENT;128;alta
1984;3;NEIXEMENT;144;alta
1984;4;NEIXEMENT;135;alta
1984;5;NEIXEMENT;140;alta
1984;6;NEIXEMENT;129;alta
1984;7;NEIXEMENT;143;alta
1984;8;NEIXEMENT;148;alta
1984;9;NEIXEMENT;135;alta
1984;10;NEIXEMENT;159;alta
1984;11;NEIXEMENT;124;alta
1984;12;NEIXEMENT;118;alta
1983;1;NEIXEMENT;154;alta
1983;2;NEIXEMENT;140;alta
1983;3;NEIXEMENT;128;alta
1983;4;NEIXEMENT;147;alta
1983;5;NEIXEMENT;143;alta
1983;6;NEIXEMENT;132;alta
1983;7;NEIXEMENT;142;alta
1983;8;NEIXEMENT;154;alta
1983;9;NEIXEMENT;130;alta
1983;10;NEIXEMENT;124;alta
1983;11;NEIXEMENT;146;alta
1983;12;NEIXEMENT;125;alta
1982;1;NEIXEMENT;148;alta
1982;2;NEIXEMENT;142;alta
1982;3;NEIXEMENT;170;alta
1982;4;NEIXEMENT;147;alta
1982;5;NEIXEMENT;170;alta
1982;6;NEIXEMENT;160;alta
1982;7;NEIXEMENT;142;alta
1982;8;NEIXEMENT;156;alta
1982;9;NEIXEMENT;177;alta
1982;10;NEIXEMENT;152;alta
1982;11;NEIXEMENT;147;alta
1982;12;NEIXEMENT;151;alta
1981;1;NEIXEMENT;161;alta
1981;2;NEIXEMENT;141;alta
1981;3;NEIXEMENT;168;alta
1981;4;NEIXEMENT;157;alta
1981;5;NEIXEMENT;174;alta
1981;6;NEIXEMENT;144;alta
1981;7;NEIXEMENT;155;alta
1981;8;NEIXEMENT;203;alta
1981;9;NEIXEMENT;184;alta
1981;10;NEIXEMENT;141;alta
1981;11;NEIXEMENT;150;alta
1981;12;NEIXEMENT;161;alta
1980;1;NEIXEMENT;166;alta
1980;2;NEIXEMENT;166;alta
1980;3;NEIXEMENT;166;alta
1980;4;NEIXEMENT;163;alta
1980;5;NEIXEMENT;176;alta
1980;6;NEIXEMENT;168;alta
1980;7;NEIXEMENT;155;alta
1980;8;NEIXEMENT;156;alta
1980;9;NEIXEMENT;160;alta
1980;10;NEIXEMENT;157;alta
1980;11;NEIXEMENT;165;alta
1980;12;NEIXEMENT;185;alta
1979;1;NEIXEMENT;202;alta
1979;2;NEIXEMENT;146;alta
1979;3;NEIXEMENT;159;alta
1979;4;NEIXEMENT;189;alta
1979;5;NEIXEMENT;181;alta
1979;6;NEIXEMENT;178;alta
1979;7;NEIXEMENT;182;alta
1979;8;NEIXEMENT;169;alta
1979;9;NEIXEMENT;180;alta
1979;10;NEIXEMENT;166;alta
1979;11;NEIXEMENT;141;alta
1979;12;NEIXEMENT;161;alta
1978;1;NEIXEMENT;169;alta
1978;2;NEIXEMENT;182;alta
1978;3;NEIXEMENT;181;alta
1978;4;NEIXEMENT;180;alta
1978;5;NEIXEMENT;197;alta
1978;6;NEIXEMENT;173;alta
1978;7;NEIXEMENT;187;alta
1978;8;NEIXEMENT;224;alta
1978;9;NEIXEMENT;181;alta
1978;10;NEIXEMENT;150;alta
1978;11;NEIXEMENT;182;alta
1978;12;NEIXEMENT;190;alta
1977;1;NEIXEMENT;195;alta
1977;2;NEIXEMENT;150;alta
1977;3;NEIXEMENT;229;alta
1977;4;NEIXEMENT;172;alta
1977;5;NEIXEMENT;192;alta
1977;6;NEIXEMENT;190;alta
1977;7;NEIXEMENT;195;alta
1977;8;NEIXEMENT;186;alta
1977;9;NEIXEMENT;198;alta
1977;10;NEIXEMENT;186;alta
1977;11;NEIXEMENT;161;alta
1977;12;NEIXEMENT;186;alta
1976;1;NEIXEMENT;146;alta
1976;2;NEIXEMENT;194;alta
1976;3;NEIXEMENT;195;alta
1976;4;NEIXEMENT;156;alta
1976;5;NEIXEMENT;157;alta
1976;6;NEIXEMENT;180;alta
1976;7;NEIXEMENT;187;alta
1976;8;NEIXEMENT;217;alta
1976;9;NEIXEMENT;198;alta
1976;10;NEIXEMENT;169;alta
1976;11;NEIXEMENT;167;alta
1976;12;NEIXEMENT;186;alta
1975;1;NEIXEMENT;176;alta
1975;2;NEIXEMENT;147;alta
1975;3;NEIXEMENT;180;alta
1975;4;NEIXEMENT;165;alta
1975;5;NEIXEMENT;186;alta
1975;6;NEIXEMENT;176;alta
1975;7;NEIXEMENT;214;alta
1975;8;NEIXEMENT;190;alta
1975;9;NEIXEMENT;191;alta
1975;10;NEIXEMENT;180;alta
1975;11;NEIXEMENT;173;alta
1975;12;NEIXEMENT;185;alta
1974;1;NEIXEMENT;185;alta
1974;2;NEIXEMENT;133;alta
1974;3;NEIXEMENT;174;alta
1974;4;NEIXEMENT;147;alta
1974;5;NEIXEMENT;169;alta
1974;6;NEIXEMENT;155;alta
1974;7;NEIXEMENT;201;alta
1974;8;NEIXEMENT;185;alta
1974;9;NEIXEMENT;186;alta
1974;10;NEIXEMENT;195;alta
1974;11;NEIXEMENT;181;alta
1974;12;NEIXEMENT;178;alta
1973;1;NEIXEMENT;130;alta
1973;2;NEIXEMENT;148;alta
1973;3;NEIXEMENT;184;alta
1973;4;NEIXEMENT;170;alta
1973;5;NEIXEMENT;155;alta
1973;6;NEIXEMENT;163;alta
1973;7;NEIXEMENT;219;alta
1973;8;NEIXEMENT;133;alta
1973;9;NEIXEMENT;147;alta
1973;10;NEIXEMENT;157;alta
1973;11;NEIXEMENT;147;alta
1973;12;NEIXEMENT;158;alta
1972;1;NEIXEMENT;145;alta
1972;2;NEIXEMENT;146;alta
1972;3;NEIXEMENT;141;alta
1972;4;NEIXEMENT;156;alta
1972;5;NEIXEMENT;141;alta
1972;6;NEIXEMENT;148;alta
1972;7;NEIXEMENT;190;alta
1972;8;NEIXEMENT;150;alta
1972;9;NEIXEMENT;161;alta
1972;10;NEIXEMENT;139;alta
1972;11;NEIXEMENT;120;alta
1972;11;CANVI RESIDENCIA;1;alta
1972;12;NEIXEMENT;162;alta
1971;1;NEIXEMENT;125;alta
1971;2;NEIXEMENT;116;alta
1971;3;NEIXEMENT;164;alta
1971;4;NEIXEMENT;160;alta
1971;5;NEIXEMENT;138;alta
1971;6;NEIXEMENT;142;alta
1971;7;NEIXEMENT;146;alta
1971;8;NEIXEMENT;165;alta
1971;9;NEIXEMENT;147;alta
1971;10;NEIXEMENT;137;alta
1971;11;NEIXEMENT;140;alta
1971;12;NEIXEMENT;127;alta
1970;1;NEIXEMENT;129;alta
1970;2;NEIXEMENT;110;alta
1970;3;NEIXEMENT;125;alta
1970;4;NEIXEMENT;114;alta
1970;5;NEIXEMENT;135;alta
1970;6;NEIXEMENT;137;alta
1970;7;NEIXEMENT;126;alta
1970;8;NEIXEMENT;134;alta
1970;9;NEIXEMENT;112;alta
1970;10;NEIXEMENT;122;alta
1970;11;NEIXEMENT;114;alta
1970;12;NEIXEMENT;149;alta
1969;1;NEIXEMENT;124;alta
1969;2;NEIXEMENT;122;alta
1969;3;NEIXEMENT;112;alta
1969;4;NEIXEMENT;134;alta
1969;5;NEIXEMENT;126;alta
1969;6;NEIXEMENT;132;alta
1969;7;NEIXEMENT;134;alta
1969;8;NEIXEMENT;131;alta
1969;9;NEIXEMENT;124;alta
1969;10;NEIXEMENT;111;alta
1969;11;NEIXEMENT;103;alta
1969;12;NEIXEMENT;86;alta
1968;1;NEIXEMENT;130;alta
1968;2;NEIXEMENT;112;alta
1968;3;NEIXEMENT;97;alta
1968;4;NEIXEMENT;112;alta
1968;5;NEIXEMENT;99;alta
1968;6;NEIXEMENT;114;alta
1968;7;NEIXEMENT;125;alta
1968;8;NEIXEMENT;125;alta
1968;9;NEIXEMENT;120;alta
1968;10;NEIXEMENT;98;alta
1968;11;NEIXEMENT;111;alta
1968;12;NEIXEMENT;107;alta
1967;1;NEIXEMENT;115;alta
1967;2;NEIXEMENT;121;alta
1967;3;NEIXEMENT;124;alta
1967;4;NEIXEMENT;100;alta
1967;5;NEIXEMENT;100;alta
1967;6;NEIXEMENT;90;alta
1967;7;NEIXEMENT;113;alta
1967;8;NEIXEMENT;121;alta
1967;9;NEIXEMENT;115;alta
1967;10;NEIXEMENT;93;alta
1967;11;NEIXEMENT;95;alta
1967;12;NEIXEMENT;91;alta
1966;1;NEIXEMENT;100;alta
1966;2;NEIXEMENT;80;alta
1966;3;NEIXEMENT;104;alta
1966;4;NEIXEMENT;95;alta
1966;5;NEIXEMENT;93;alta
1966;6;NEIXEMENT;117;alta
1966;7;NEIXEMENT;94;alta
1966;8;NEIXEMENT;91;alta
1966;9;NEIXEMENT;113;alta
1966;10;NEIXEMENT;92;alta
1966;11;NEIXEMENT;106;alta
1966;12;NEIXEMENT;104;alta
1965;1;NEIXEMENT;78;alta
1965;2;NEIXEMENT;95;alta
1965;3;NEIXEMENT;98;alta
1965;4;NEIXEMENT;81;alta
1965;5;NEIXEMENT;86;alta
1965;6;NEIXEMENT;66;alta
1965;7;NEIXEMENT;92;alta
1965;8;NEIXEMENT;91;alta
1965;9;NEIXEMENT;71;alta
1965;10;NEIXEMENT;96;alta
1965;11;NEIXEMENT;90;alta
1965;12;NEIXEMENT;90;alta
1964;1;NEIXEMENT;71;alta
1964;2;NEIXEMENT;82;alta
1964;3;NEIXEMENT;87;alta
1964;4;NEIXEMENT;75;alta
1964;5;NEIXEMENT;84;alta
1964;6;NEIXEMENT;97;alta
1964;7;NEIXEMENT;85;alta
1964;8;NEIXEMENT;97;alta
1964;9;NEIXEMENT;91;alta
1964;10;NEIXEMENT;72;alta
1964;11;NEIXEMENT;83;alta
1964;12;NEIXEMENT;81;alta
1963;1;NEIXEMENT;60;alta
1963;2;NEIXEMENT;64;alta
1963;3;NEIXEMENT;75;alta
1963;4;NEIXEMENT;64;alta
1963;5;NEIXEMENT;69;alta
1963;6;NEIXEMENT;79;alta
1963;7;NEIXEMENT;82;alta
1963;8;NEIXEMENT;77;alta
1963;9;NEIXEMENT;69;alta
1963;10;NEIXEMENT;75;alta
1963;11;NEIXEMENT;56;alta
1963;12;NEIXEMENT;80;alta
1962;1;NEIXEMENT;58;alta
1962;2;NEIXEMENT;53;alta
1962;3;NEIXEMENT;72;alta
1962;4;NEIXEMENT;77;alta
1962;5;NEIXEMENT;41;alta
1962;6;NEIXEMENT;63;alta
1962;7;NEIXEMENT;59;alta
1962;8;NEIXEMENT;58;alta
1962;9;NEIXEMENT;68;alta
1962;10;NEIXEMENT;50;alta
1962;11;NEIXEMENT;51;alta
1962;12;NEIXEMENT;54;alta
1961;1;NEIXEMENT;51;alta
1961;2;NEIXEMENT;61;alta
1961;3;NEIXEMENT;70;alta
1961;4;NEIXEMENT;44;alta
1961;5;NEIXEMENT;50;alta
1961;6;NEIXEMENT;64;alta
1961;7;NEIXEMENT;60;alta
1961;8;NEIXEMENT;58;alta
1961;9;NEIXEMENT;50;alta
1961;10;NEIXEMENT;65;alta
1961;11;NEIXEMENT;61;alta
1961;12;NEIXEMENT;68;alta
1960;1;NEIXEMENT;59;alta
1960;2;NEIXEMENT;54;alta
1960;3;NEIXEMENT;63;alta
1960;4;NEIXEMENT;59;alta
1960;5;NEIXEMENT;50;alta
1960;6;NEIXEMENT;67;alta
1960;7;NEIXEMENT;51;alta
1960;8;NEIXEMENT;63;alta
1960;9;NEIXEMENT;48;alta
1960;10;NEIXEMENT;65;alta
1960;11;NEIXEMENT;43;alta
1960;12;NEIXEMENT;61;alta
1959;1;NEIXEMENT;52;alta
1959;2;NEIXEMENT;39;alta
1959;3;NEIXEMENT;60;alta
1959;4;NEIXEMENT;49;alta
1959;5;NEIXEMENT;65;alta
1959;6;NEIXEMENT;55;alta
1959;7;NEIXEMENT;60;alta
1959;8;NEIXEMENT;59;alta
1959;9;NEIXEMENT;57;alta
1959;10;NEIXEMENT;51;alta
1959;11;NEIXEMENT;36;alta
1959;12;NEIXEMENT;44;alta
1958;1;NEIXEMENT;48;alta
1958;2;NEIXEMENT;40;alta
1958;3;NEIXEMENT;55;alta
1958;4;NEIXEMENT;64;alta
1958;5;NEIXEMENT;56;alta
1958;6;NEIXEMENT;54;alta
1958;7;NEIXEMENT;46;alta
1958;8;NEIXEMENT;32;alta
1958;9;NEIXEMENT;54;alta
1958;10;NEIXEMENT;62;alta
1958;11;NEIXEMENT;52;alta
1958;12;NEIXEMENT;64;alta
1957;1;NEIXEMENT;68;alta
1957;2;NEIXEMENT;46;alta
1957;3;NEIXEMENT;66;alta
1957;4;NEIXEMENT;50;alta
1957;5;NEIXEMENT;61;alta
1957;6;NEIXEMENT;41;alta
1957;7;NEIXEMENT;61;alta
1957;8;NEIXEMENT;58;alta
1957;9;NEIXEMENT;46;alta
1957;10;NEIXEMENT;62;alta
1957;11;NEIXEMENT;48;alta
1957;12;NEIXEMENT;48;alta
1956;1;NEIXEMENT;56;alta
1956;2;NEIXEMENT;44;alta
1956;3;NEIXEMENT;56;alta
1956;4;NEIXEMENT;56;alta
1956;5;NEIXEMENT;35;alta
1956;6;NEIXEMENT;45;alta
1956;7;NEIXEMENT;42;alta
1956;8;NEIXEMENT;32;alta
1956;9;NEIXEMENT;36;alta
1956;10;NEIXEMENT;41;alta
1956;11;NEIXEMENT;48;alta
1956;12;NEIXEMENT;49;alta
1955;1;NEIXEMENT;39;alta
1955;2;NEIXEMENT;45;alta
1955;3;NEIXEMENT;46;alta
1955;4;NEIXEMENT;44;alta
1955;5;NEIXEMENT;39;alta
1955;6;NEIXEMENT;40;alta
1955;7;NEIXEMENT;32;alta
1955;8;NEIXEMENT;44;alta
1955;9;NEIXEMENT;40;alta
1955;10;NEIXEMENT;51;alta
1955;11;NEIXEMENT;41;alta
1955;12;NEIXEMENT;39;alta
1954;1;NEIXEMENT;34;alta
1954;2;NEIXEMENT;44;alta
1954;3;NEIXEMENT;39;alta
1954;4;NEIXEMENT;39;alta
1954;5;NEIXEMENT;41;alta
1954;6;NEIXEMENT;34;alta
1954;7;NEIXEMENT;43;alta
1954;8;NEIXEMENT;34;alta
1954;9;NEIXEMENT;43;alta
1954;10;NEIXEMENT;40;alta
1954;11;NEIXEMENT;42;alta
1954;12;NEIXEMENT;38;alta
1953;1;NEIXEMENT;52;alta
1953;2;NEIXEMENT;29;alta
1953;3;NEIXEMENT;36;alta
1953;4;NEIXEMENT;32;alta
1953;5;NEIXEMENT;32;alta
1953;6;NEIXEMENT;41;alta
1953;7;NEIXEMENT;26;alta
1953;8;NEIXEMENT;35;alta
1953;9;NEIXEMENT;45;alta
1953;10;NEIXEMENT;32;alta
1953;11;NEIXEMENT;32;alta
1953;12;NEIXEMENT;43;alta
1952;1;NEIXEMENT;40;alta
1952;2;NEIXEMENT;28;alta
1952;3;NEIXEMENT;42;alta
1952;4;NEIXEMENT;44;alta
1952;5;NEIXEMENT;30;alta
1952;6;NEIXEMENT;31;alta
1952;7;NEIXEMENT;41;alta
1952;8;NEIXEMENT;37;alta
1952;9;NEIXEMENT;31;alta
1952;10;NEIXEMENT;41;alta
1952;11;NEIXEMENT;35;alta
1952;12;NEIXEMENT;43;alta
1951;1;NEIXEMENT;41;alta
1951;2;NEIXEMENT;35;alta
1951;3;NEIXEMENT;40;alta
1951;4;NEIXEMENT;39;alta
1951;5;NEIXEMENT;22;alta
1951;6;NEIXEMENT;44;alta
1951;7;NEIXEMENT;28;alta
1951;8;NEIXEMENT;38;alta
1951;9;NEIXEMENT;39;alta
1951;10;NEIXEMENT;40;alta
1951;11;NEIXEMENT;34;alta
1951;12;NEIXEMENT;35;alta
1950;1;NEIXEMENT;38;alta
1950;2;NEIXEMENT;28;alta
1950;3;NEIXEMENT;34;alta
1950;4;NEIXEMENT;34;alta
1950;5;NEIXEMENT;31;alta
1950;6;NEIXEMENT;20;alta
1950;7;NEIXEMENT;42;alta
1950;8;NEIXEMENT;34;alta
1950;9;NEIXEMENT;27;alta
1950;10;NEIXEMENT;33;alta
1950;11;NEIXEMENT;32;alta
1950;12;NEIXEMENT;40;alta
1949;1;NEIXEMENT;33;alta
1949;2;NEIXEMENT;23;alta
1949;3;NEIXEMENT;28;alta
1949;4;NEIXEMENT;37;alta
1949;5;NEIXEMENT;33;alta
1949;6;NEIXEMENT;34;alta
1949;7;NEIXEMENT;31;alta
1949;8;NEIXEMENT;43;alta
1949;9;NEIXEMENT;40;alta
1949;10;NEIXEMENT;34;alta
1949;11;NEIXEMENT;34;alta
1949;12;NEIXEMENT;31;alta
1948;1;NEIXEMENT;37;alta
1948;2;NEIXEMENT;44;alta
1948;3;NEIXEMENT;42;alta
1948;4;NEIXEMENT;33;alta
1948;5;NEIXEMENT;25;alta
1948;6;NEIXEMENT;38;alta
1948;7;NEIXEMENT;33;alta
1948;8;NEIXEMENT;34;alta
1948;9;NEIXEMENT;37;alta
1948;10;NEIXEMENT;19;alta
1948;11;NEIXEMENT;32;alta
1948;12;NEIXEMENT;40;alta
1947;1;NEIXEMENT;32;alta
1947;2;NEIXEMENT;37;alta
1947;3;NEIXEMENT;42;alta
1947;4;NEIXEMENT;27;alta
1947;5;NEIXEMENT;40;alta
1947;6;NEIXEMENT;20;alta
1947;7;NEIXEMENT;29;alta
1947;8;NEIXEMENT;34;alta
1947;9;NEIXEMENT;33;alta
1947;10;NEIXEMENT;31;alta
1947;11;NEIXEMENT;36;alta
1947;12;NEIXEMENT;35;alta
1946;1;NEIXEMENT;28;alta
1946;2;NEIXEMENT;30;alta
1946;3;NEIXEMENT;20;alta
1946;4;NEIXEMENT;36;alta
