any;mes;motiu;quantitat;tipo
1946;5;NEIXEMENT;40;alta
1946;6;NEIXEMENT;27;alta
1946;7;NEIXEMENT;24;alta
1946;8;NEIXEMENT;29;alta
1946;9;NEIXEMENT;41;alta
1946;10;NEIXEMENT;38;alta
1946;11;NEIXEMENT;30;alta
1946;12;NEIXEMENT;31;alta
1945;1;NEIXEMENT;32;alta
1945;2;NEIXEMENT;22;alta
1945;3;NEIXEMENT;37;alta
1945;4;NEIXEMENT;21;alta
1945;5;NEIXEMENT;24;alta
1945;6;NEIXEMENT;29;alta
1945;7;NEIXEMENT;34;alta
1945;8;NEIXEMENT;25;alta
1945;9;NEIXEMENT;24;alta
1945;10;NEIXEMENT;28;alta
1945;11;NEIXEMENT;31;alta
1945;12;NEIXEMENT;37;alta
1944;1;NEIXEMENT;27;alta
1944;2;NEIXEMENT;25;alta
1944;3;NEIXEMENT;29;alta
1944;4;NEIXEMENT;34;alta
1944;5;NEIXEMENT;32;alta
1944;6;NEIXEMENT;26;alta
1944;7;NEIXEMENT;26;alta
1944;8;NEIXEMENT;27;alta
1944;9;NEIXEMENT;21;alta
1944;10;NEIXEMENT;20;alta
1944;11;NEIXEMENT;26;alta
1944;12;NEIXEMENT;20;alta
1943;1;NEIXEMENT;34;alta
1943;2;NEIXEMENT;17;alta
1943;3;NEIXEMENT;24;alta
1943;4;NEIXEMENT;25;alta
1943;5;NEIXEMENT;29;alta
1943;6;NEIXEMENT;21;alta
1943;7;NEIXEMENT;17;alta
1943;8;NEIXEMENT;22;alta
1943;9;NEIXEMENT;32;alta
1943;10;NEIXEMENT;29;alta
1943;11;NEIXEMENT;23;alta
1943;12;NEIXEMENT;29;alta
1942;1;NEIXEMENT;27;alta
1942;2;NEIXEMENT;23;alta
1942;3;NEIXEMENT;18;alta
1942;4;NEIXEMENT;27;alta
1942;5;NEIXEMENT;11;alta
1942;6;NEIXEMENT;34;alta
1942;7;NEIXEMENT;25;alta
1942;8;NEIXEMENT;16;alta
1942;9;NEIXEMENT;15;alta
1942;10;NEIXEMENT;17;alta
1942;11;NEIXEMENT;14;alta
1942;12;NEIXEMENT;16;alta
1941;1;NEIXEMENT;29;alta
1941;2;NEIXEMENT;17;alta
1941;3;NEIXEMENT;20;alta
1941;4;NEIXEMENT;16;alta
1941;5;NEIXEMENT;20;alta
1941;6;NEIXEMENT;18;alta
1941;7;NEIXEMENT;23;alta
1941;8;NEIXEMENT;15;alta
1941;9;NEIXEMENT;17;alta
1941;10;NEIXEMENT;18;alta
1941;11;NEIXEMENT;13;alta
1941;12;NEIXEMENT;13;alta
1940;1;NEIXEMENT;22;alta
1940;2;NEIXEMENT;27;alta
1940;3;NEIXEMENT;33;alta
1940;4;NEIXEMENT;29;alta
1940;5;NEIXEMENT;30;alta
1940;6;NEIXEMENT;30;alta
1940;7;NEIXEMENT;32;alta
1940;8;NEIXEMENT;29;alta
1940;9;NEIXEMENT;26;alta
1940;10;NEIXEMENT;19;alta
1940;11;NEIXEMENT;22;alta
1940;12;NEIXEMENT;23;alta
1939;1;NEIXEMENT;9;alta
1939;2;NEIXEMENT;15;alta
1939;3;NEIXEMENT;11;alta
1939;4;NEIXEMENT;10;alta
1939;5;NEIXEMENT;12;alta
1939;6;NEIXEMENT;6;alta
1939;7;NEIXEMENT;3;alta
1939;8;NEIXEMENT;5;alta
1939;9;NEIXEMENT;5;alta
1939;10;NEIXEMENT;13;alta
1939;11;NEIXEMENT;13;alta
1939;12;NEIXEMENT;17;alta
1938;1;NEIXEMENT;22;alta
1938;2;NEIXEMENT;9;alta
1938;3;NEIXEMENT;19;alta
1938;4;NEIXEMENT;8;alta
1938;5;NEIXEMENT;11;alta
1938;6;NEIXEMENT;9;alta
1938;7;NEIXEMENT;5;alta
1938;8;NEIXEMENT;7;alta
1938;9;NEIXEMENT;12;alta
1938;10;NEIXEMENT;6;alta
1938;11;NEIXEMENT;9;alta
1938;12;NEIXEMENT;7;alta
1937;1;NEIXEMENT;23;alta
1937;2;NEIXEMENT;19;alta
1937;3;NEIXEMENT;13;alta
1937;4;NEIXEMENT;21;alta
1937;5;NEIXEMENT;19;alta
1937;6;NEIXEMENT;13;alta
1937;7;NEIXEMENT;22;alta
1937;8;NEIXEMENT;16;alta
1937;9;NEIXEMENT;17;alta
1937;10;NEIXEMENT;16;alta
1937;11;NEIXEMENT;6;alta
1937;12;NEIXEMENT;17;alta
1936;1;NEIXEMENT;21;alta
1936;2;NEIXEMENT;16;alta
1936;3;NEIXEMENT;19;alta
1936;4;NEIXEMENT;22;alta
1936;5;NEIXEMENT;20;alta
1936;6;NEIXEMENT;21;alta
1936;7;NEIXEMENT;16;alta
1936;8;NEIXEMENT;20;alta
1936;9;NEIXEMENT;20;alta
1936;10;NEIXEMENT;23;alta
1936;11;NEIXEMENT;24;alta
1936;12;NEIXEMENT;25;alta
1935;1;NEIXEMENT;24;alta
1935;2;NEIXEMENT;18;alta
1935;3;NEIXEMENT;28;alta
1935;4;NEIXEMENT;19;alta
1935;5;NEIXEMENT;14;alta
1935;6;NEIXEMENT;23;alta
1935;7;NEIXEMENT;17;alta
1935;8;NEIXEMENT;16;alta
1935;9;NEIXEMENT;20;alta
1935;10;NEIXEMENT;14;alta
1935;11;NEIXEMENT;19;alta
1935;12;NEIXEMENT;15;alta
1934;1;NEIXEMENT;26;alta
1934;2;NEIXEMENT;12;alta
1934;3;NEIXEMENT;22;alta
1934;4;NEIXEMENT;18;alta
1934;5;NEIXEMENT;14;alta
1934;6;NEIXEMENT;23;alta
1934;7;NEIXEMENT;17;alta
1934;8;NEIXEMENT;21;alta
1934;9;NEIXEMENT;17;alta
1934;10;NEIXEMENT;12;alta
1934;11;NEIXEMENT;21;alta
1934;12;NEIXEMENT;23;alta
1933;1;NEIXEMENT;25;alta
1933;2;NEIXEMENT;13;alta
1933;3;NEIXEMENT;28;alta
1933;4;NEIXEMENT;22;alta
1933;5;NEIXEMENT;23;alta
1933;6;NEIXEMENT;13;alta
1933;7;NEIXEMENT;17;alta
1933;8;NEIXEMENT;27;alta
1933;9;NEIXEMENT;22;alta
1933;10;NEIXEMENT;26;alta
1933;11;NEIXEMENT;24;alta
1933;12;NEIXEMENT;19;alta
1932;1;NEIXEMENT;19;alta
1932;2;NEIXEMENT;19;alta
1932;3;NEIXEMENT;24;alta
1932;4;NEIXEMENT;18;alta
1932;5;NEIXEMENT;20;alta
1932;6;NEIXEMENT;24;alta
1932;7;NEIXEMENT;12;alta
1932;8;NEIXEMENT;16;alta
1932;9;NEIXEMENT;11;alta
1932;10;NEIXEMENT;33;alta
1932;11;NEIXEMENT;12;alta
1932;12;NEIXEMENT;22;alta
1931;1;NEIXEMENT;28;alta
1931;2;NEIXEMENT;15;alta
1931;3;NEIXEMENT;22;alta
1931;4;NEIXEMENT;17;alta
1931;5;NEIXEMENT;18;alta
1931;6;NEIXEMENT;18;alta
1931;7;NEIXEMENT;25;alta
1931;8;NEIXEMENT;22;alta
1931;9;NEIXEMENT;25;alta
1931;10;NEIXEMENT;19;alta
1931;11;NEIXEMENT;16;alta
1931;12;NEIXEMENT;23;alta
1930;1;NEIXEMENT;21;alta
1930;2;NEIXEMENT;17;alta
1930;3;NEIXEMENT;26;alta
1930;4;NEIXEMENT;20;alta
1930;5;NEIXEMENT;13;alta
1930;6;NEIXEMENT;23;alta
1930;7;NEIXEMENT;30;alta
1930;8;NEIXEMENT;24;alta
1930;9;NEIXEMENT;15;alta
1930;10;NEIXEMENT;26;alta
1930;11;NEIXEMENT;28;alta
1930;12;NEIXEMENT;18;alta
1929;1;NEIXEMENT;12;alta
1929;2;NEIXEMENT;16;alta
1929;3;NEIXEMENT;14;alta
1929;4;NEIXEMENT;24;alta
1929;5;NEIXEMENT;20;alta
1929;6;NEIXEMENT;16;alta
1929;7;NEIXEMENT;15;alta
1929;8;NEIXEMENT;20;alta
1929;9;NEIXEMENT;28;alta
1929;10;NEIXEMENT;20;alta
1929;11;NEIXEMENT;24;alta
1929;12;NEIXEMENT;21;alta
1928;1;NEIXEMENT;18;alta
1928;2;NEIXEMENT;22;alta
1928;3;NEIXEMENT;14;alta
1928;4;NEIXEMENT;18;alta
1928;5;NEIXEMENT;16;alta
1928;6;NEIXEMENT;28;alta
1928;7;NEIXEMENT;11;alta
1928;8;NEIXEMENT;16;alta
1928;9;NEIXEMENT;23;alta
1928;10;NEIXEMENT;20;alta
1928;11;NEIXEMENT;23;alta
1928;12;NEIXEMENT;18;alta
1927;1;NEIXEMENT;13;alta
1927;2;NEIXEMENT;22;alta
1927;3;NEIXEMENT;26;alta
1927;4;NEIXEMENT;22;alta
1927;5;NEIXEMENT;27;alta
1927;6;NEIXEMENT;24;alta
1927;7;NEIXEMENT;12;alta
1927;8;NEIXEMENT;13;alta
1927;9;NEIXEMENT;19;alta
1927;10;NEIXEMENT;20;alta
1927;11;NEIXEMENT;20;alta
1927;12;NEIXEMENT;13;alta
1926;1;NEIXEMENT;28;alta
1926;2;NEIXEMENT;19;alta
1926;3;NEIXEMENT;26;alta
1926;4;NEIXEMENT;21;alta
1926;5;NEIXEMENT;22;alta
1926;6;NEIXEMENT;13;alta
1926;7;NEIXEMENT;15;alta
1926;8;NEIXEMENT;21;alta
1926;9;NEIXEMENT;17;alta
1926;10;NEIXEMENT;14;alta
1926;11;NEIXEMENT;19;alta
1926;12;NEIXEMENT;21;alta
1925;1;NEIXEMENT;21;alta
1925;2;NEIXEMENT;22;alta
1925;3;NEIXEMENT;19;alta
1925;4;NEIXEMENT;16;alta
1925;5;NEIXEMENT;16;alta
1925;6;NEIXEMENT;18;alta
1925;7;NEIXEMENT;16;alta
1925;8;NEIXEMENT;15;alta
1925;9;NEIXEMENT;22;alta
1925;10;NEIXEMENT;22;alta
1925;11;NEIXEMENT;13;alta
1925;12;NEIXEMENT;12;alta
1924;1;NEIXEMENT;11;alta
1924;2;NEIXEMENT;14;alta
1924;3;NEIXEMENT;18;alta
1924;4;NEIXEMENT;18;alta
1924;5;NEIXEMENT;16;alta
1924;6;NEIXEMENT;25;alta
1924;7;NEIXEMENT;13;alta
1924;8;NEIXEMENT;23;alta
1924;9;NEIXEMENT;21;alta
1924;10;NEIXEMENT;32;alta
1924;11;NEIXEMENT;24;alta
1924;12;NEIXEMENT;21;alta
1923;1;NEIXEMENT;20;alta
1923;2;NEIXEMENT;7;alta
1923;3;NEIXEMENT;14;alta
1923;4;NEIXEMENT;16;alta
1923;5;NEIXEMENT;13;alta
1923;6;NEIXEMENT;11;alta
1923;7;NEIXEMENT;23;alta
1923;8;NEIXEMENT;17;alta
1923;9;NEIXEMENT;9;alta
1923;10;NEIXEMENT;20;alta
1923;11;NEIXEMENT;15;alta
1923;12;NEIXEMENT;12;alta
1922;1;NEIXEMENT;19;alta
1922;2;NEIXEMENT;15;alta
1922;3;NEIXEMENT;17;alta
1922;4;NEIXEMENT;13;alta
1922;5;NEIXEMENT;17;alta
1922;6;NEIXEMENT;15;alta
1922;7;NEIXEMENT;12;alta
1922;8;NEIXEMENT;13;alta
1922;9;NEIXEMENT;10;alta
1922;10;NEIXEMENT;12;alta
1922;11;NEIXEMENT;23;alta
1922;12;NEIXEMENT;19;alta
1921;1;NEIXEMENT;15;alta
1921;2;NEIXEMENT;10;alta
1921;3;NEIXEMENT;14;alta
1921;4;NEIXEMENT;11;alta
1921;5;NEIXEMENT;12;alta
1921;6;NEIXEMENT;15;alta
1921;7;NEIXEMENT;16;alta
1921;8;NEIXEMENT;13;alta
1921;9;NEIXEMENT;13;alta
1921;10;NEIXEMENT;21;alta
1921;11;NEIXEMENT;19;alta
1921;12;NEIXEMENT;9;alta
1920;1;NEIXEMENT;10;alta
1920;2;NEIXEMENT;13;alta
1920;3;NEIXEMENT;22;alta
1920;4;NEIXEMENT;16;alta
1920;5;NEIXEMENT;5;alta
1920;6;NEIXEMENT;7;alta
1920;7;NEIXEMENT;15;alta
1920;8;NEIXEMENT;11;alta
1920;9;NEIXEMENT;12;alta
1920;10;NEIXEMENT;19;alta
1920;11;NEIXEMENT;16;alta
1920;12;NEIXEMENT;18;alta
1919;1;NEIXEMENT;7;alta
1919;2;NEIXEMENT;15;alta
1919;3;NEIXEMENT;17;alta
1919;4;NEIXEMENT;7;alta
1919;5;NEIXEMENT;13;alta
1919;6;NEIXEMENT;10;alta
1919;7;NEIXEMENT;6;alta
1919;8;NEIXEMENT;5;alta
1919;9;NEIXEMENT;5;alta
1919;10;NEIXEMENT;16;alta
1919;11;NEIXEMENT;11;alta
1919;12;NEIXEMENT;10;alta
1918;1;NEIXEMENT;16;alta
1918;2;NEIXEMENT;11;alta
1918;3;NEIXEMENT;11;alta
1918;4;NEIXEMENT;7;alta
1918;5;NEIXEMENT;9;alta
1918;6;NEIXEMENT;4;alta
1918;7;NEIXEMENT;8;alta
1918;8;NEIXEMENT;13;alta
1918;9;NEIXEMENT;12;alta
1918;10;NEIXEMENT;8;alta
1918;11;NEIXEMENT;11;alta
1918;12;NEIXEMENT;9;alta
1917;1;NEIXEMENT;5;alta
1917;2;NEIXEMENT;9;alta
1917;3;NEIXEMENT;5;alta
1917;4;NEIXEMENT;10;alta
1917;5;NEIXEMENT;6;alta
1917;6;NEIXEMENT;11;alta
1917;7;NEIXEMENT;4;alta
1917;8;NEIXEMENT;11;alta
1917;9;NEIXEMENT;10;alta
1917;10;NEIXEMENT;8;alta
1917;11;NEIXEMENT;11;alta
1917;12;NEIXEMENT;7;alta
1916;1;NEIXEMENT;9;alta
1916;2;NEIXEMENT;10;alta
1916;3;NEIXEMENT;12;alta
1916;4;NEIXEMENT;4;alta
1916;5;NEIXEMENT;12;alta
1916;6;NEIXEMENT;10;alta
1916;7;NEIXEMENT;8;alta
1916;8;NEIXEMENT;10;alta
1916;9;NEIXEMENT;12;alta
1916;10;NEIXEMENT;16;alta
1916;11;NEIXEMENT;12;alta
1916;12;NEIXEMENT;9;alta
1915;1;NEIXEMENT;6;alta
1915;2;NEIXEMENT;2;alta
1915;3;NEIXEMENT;7;alta
1915;4;NEIXEMENT;6;alta
1915;5;NEIXEMENT;11;alta
1915;6;NEIXEMENT;6;alta
1915;7;NEIXEMENT;6;alta
1915;8;NEIXEMENT;6;alta
1915;9;NEIXEMENT;7;alta
1915;10;NEIXEMENT;9;alta
1915;11;NEIXEMENT;3;alta
1915;12;NEIXEMENT;14;alta
1914;1;NEIXEMENT;9;alta
1914;2;NEIXEMENT;7;alta
1914;3;NEIXEMENT;12;alta
1914;4;NEIXEMENT;8;alta
1914;5;NEIXEMENT;2;alta
1914;6;NEIXEMENT;7;alta
1914;7;NEIXEMENT;7;alta
1914;8;NEIXEMENT;11;alta
1914;9;NEIXEMENT;6;alta
1914;10;NEIXEMENT;7;alta
1914;11;NEIXEMENT;9;alta
1914;12;NEIXEMENT;8;alta
1913;1;NEIXEMENT;8;alta
1913;2;NEIXEMENT;10;alta
1913;3;NEIXEMENT;8;alta
1913;4;NEIXEMENT;3;alta
1913;5;NEIXEMENT;6;alta
1913;6;NEIXEMENT;11;alta
1913;7;NEIXEMENT;6;alta
1913;8;NEIXEMENT;6;alta
1913;9;NEIXEMENT;3;alta
1913;10;NEIXEMENT;4;alta
1913;11;NEIXEMENT;4;alta
1913;12;NEIXEMENT;9;alta
1912;1;NEIXEMENT;4;alta
1912;2;NEIXEMENT;8;alta
1912;3;NEIXEMENT;5;alta
1912;4;NEIXEMENT;7;alta
1912;5;NEIXEMENT;6;alta
1912;6;NEIXEMENT;7;alta
1912;7;NEIXEMENT;13;alta
1912;8;NEIXEMENT;2;alta
1912;9;NEIXEMENT;7;alta
1912;10;NEIXEMENT;4;alta
1912;11;NEIXEMENT;6;alta
1912;12;NEIXEMENT;16;alta
1911;1;NEIXEMENT;7;alta
1911;2;NEIXEMENT;6;alta
1911;3;NEIXEMENT;6;alta
1911;4;NEIXEMENT;3;alta
1911;5;NEIXEMENT;4;alta
1911;6;NEIXEMENT;7;alta
1911;7;NEIXEMENT;6;alta
1911;8;NEIXEMENT;4;alta
1911;9;NEIXEMENT;4;alta
1911;10;NEIXEMENT;5;alta
1911;11;NEIXEMENT;6;alta
1911;12;NEIXEMENT;6;alta
1910;1;NEIXEMENT;5;alta
1910;2;NEIXEMENT;5;alta
1910;3;NEIXEMENT;4;alta
1910;4;NEIXEMENT;4;alta
1910;5;NEIXEMENT;8;alta
1910;6;NEIXEMENT;6;alta
1910;7;NEIXEMENT;4;alta
1910;8;NEIXEMENT;8;alta
1910;9;NEIXEMENT;2;alta
1910;10;NEIXEMENT;3;alta
1910;11;NEIXEMENT;2;alta
1910;12;NEIXEMENT;2;alta
1909;1;NEIXEMENT;4;alta
1909;2;NEIXEMENT;3;alta
1909;3;NEIXEMENT;6;alta
1909;4;NEIXEMENT;4;alta
1909;5;NEIXEMENT;2;alta
1909;6;NEIXEMENT;4;alta
1909;7;NEIXEMENT;2;alta
1909;8;NEIXEMENT;3;alta
1909;9;NEIXEMENT;7;alta
1909;10;NEIXEMENT;2;alta
1909;11;NEIXEMENT;5;alta
1909;12;NEIXEMENT;3;alta
1908;1;NEIXEMENT;3;alta
1908;2;NEIXEMENT;2;alta
1908;3;NEIXEMENT;6;alta
1908;4;NEIXEMENT;2;alta
1908;5;NEIXEMENT;3;alta
1908;6;NEIXEMENT;1;alta
1908;7;NEIXEMENT;2;alta
1908;8;NEIXEMENT;3;alta
1908;9;NEIXEMENT;9;alta
1908;10;NEIXEMENT;3;alta
1908;11;NEIXEMENT;2;alta
1908;12;NEIXEMENT;1;alta
1907;1;NEIXEMENT;2;alta
1907;2;NEIXEMENT;2;alta
1907;3;NEIXEMENT;4;alta
1907;4;NEIXEMENT;1;alta
1907;5;NEIXEMENT;2;alta
1907;6;NEIXEMENT;4;alta
1907;8;NEIXEMENT;1;alta
1907;9;NEIXEMENT;4;alta
1907;10;NEIXEMENT;4;alta
1907;11;NEIXEMENT;6;alta
1907;12;NEIXEMENT;1;alta
1906;1;NEIXEMENT;2;alta
1906;6;NEIXEMENT;2;alta
1906;7;NEIXEMENT;3;alta
1906;8;NEIXEMENT;2;alta
1906;9;NEIXEMENT;1;alta
1906;10;NEIXEMENT;3;alta
1906;11;NEIXEMENT;1;alta
1906;12;NEIXEMENT;5;alta
1905;1;NEIXEMENT;1;alta
1905;2;NEIXEMENT;2;alta
1905;4;NEIXEMENT;1;alta
1905;5;NEIXEMENT;1;alta
1905;6;NEIXEMENT;2;alta
1905;8;NEIXEMENT;2;alta
1905;10;NEIXEMENT;1;alta
1905;11;NEIXEMENT;3;alta
1905;12;NEIXEMENT;3;alta
1904;1;NEIXEMENT;1;alta
1904;2;NEIXEMENT;1;alta
1904;4;NEIXEMENT;1;alta
1904;5;NEIXEMENT;1;alta
1904;7;NEIXEMENT;2;alta
1904;8;NEIXEMENT;3;alta
1904;9;NEIXEMENT;1;alta
1904;10;NEIXEMENT;2;alta
1904;12;NEIXEMENT;4;alta
1903;1;NEIXEMENT;2;alta
1903;3;NEIXEMENT;1;alta
1903;4;NEIXEMENT;1;alta
1903;6;NEIXEMENT;1;alta
1903;9;NEIXEMENT;2;alta
1903;10;NEIXEMENT;1;alta
1902;3;NEIXEMENT;1;alta
1902;4;NEIXEMENT;1;alta
1902;5;NEIXEMENT;1;alta
1902;12;NEIXEMENT;1;alta
1901;1;NEIXEMENT;2;alta
1901;2;NEIXEMENT;1;alta
1901;3;NEIXEMENT;1;alta
1901;6;NEIXEMENT;1;alta
1901;7;NEIXEMENT;1;alta
1901;9;NEIXEMENT;1;alta
1901;10;NEIXEMENT;1;alta
1901;12;NEIXEMENT;1;alta
1900;3;NEIXEMENT;1;alta
1900;6;NEIXEMENT;1;alta
1900;9;NEIXEMENT;2;alta
1900;11;NEIXEMENT;1;alta
1899;4;NEIXEMENT;1;alta
1899;12;NEIXEMENT;1;alta
1898;8;NEIXEMENT;2;alta
1898;11;NEIXEMENT;1;alta
1897;12;NEIXEMENT;1;alta
1895;2;NEIXEMENT;1;alta
4;8;CANVI RESIDENCIA;1;alta
2021;1;INSCRIPCIO INDEGUDA;45;baixa
2021;1;EMIGRACIO;455;baixa
2021;1;DEFUNCIO;140;baixa
2021;2;INSCRIPCIO INDEGUDA;214;baixa
2021;2;EMIGRACIO;434;baixa
2021;2;DEFUNCIO;105;baixa
2021;3;INSCRIPCIO INDEGUDA;54;baixa
2021;3;EMIGRACIO;622;baixa
2021;3;DEFUNCIO;93;baixa
2021;4;INSCRIPCIO INDEGUDA;18;baixa
2021;4;EMIGRACIO;474;baixa
2021;4;DEFUNCIO;84;baixa
2021;5;INSCRIPCIO INDEGUDA;770;baixa
2021;5;EMIGRACIO;544;baixa
2021;5;DEFUNCIO;82;baixa
2021;6;INSCRIPCIO INDEGUDA;769;baixa
2021;6;EMIGRACIO;465;baixa
2021;6;DEFUNCIO;87;baixa
2021;7;INSCRIPCIO INDEGUDA;808;baixa
2021;7;EMIGRACIO;487;baixa
2021;7;DEFUNCIO;82;baixa
2021;8;EMIGRACIO;437;baixa
2021;8;DEFUNCIO;82;baixa
2021;9;INSCRIPCIO INDEGUDA;629;baixa
2021;9;EMIGRACIO;558;baixa
2021;9;DEFUNCIO;64;baixa
2021;10;INSCRIPCIO INDEGUDA;582;baixa
2021;10;EMIGRACIO;343;baixa
2021;10;DEFUNCIO;2;baixa
2021;11;INSCRIPCIO INDEGUDA;6;baixa
2021;11;EMIGRACIO;6;baixa
2020;1;INSCRIPCIO INDEGUDA;45;baixa
2020;1;EMIGRACIO;490;baixa
2020;1;DEFUNCIO;104;baixa
2020;2;EMIGRACIO;508;baixa
2020;2;DEFUNCIO;77;baixa
2020;3;INSCRIPCIO INDEGUDA;123;baixa
2020;3;EMIGRACIO;301;baixa
2020;3;DEFUNCIO;117;baixa
2020;4;EMIGRACIO;45;baixa
2020;4;DEFUNCIO;135;baixa
2020;5;INSCRIPCIO INDEGUDA;2;baixa
2020;5;EMIGRACIO;232;baixa
2020;5;DEFUNCIO;81;baixa
2020;6;INSCRIPCIO INDEGUDA;2;baixa
2020;6;EMIGRACIO;430;baixa
2020;6;DEFUNCIO;74;baixa
2020;7;INSCRIPCIO INDEGUDA;4;baixa
2020;7;EMIGRACIO;562;baixa
2020;7;DEFUNCIO;72;baixa
2020;8;INSCRIPCIO INDEGUDA;1;baixa
2020;8;EMIGRACIO;445;baixa
2020;8;DEFUNCIO;90;baixa
2020;9;INSCRIPCIO INDEGUDA;3;baixa
2020;9;EMIGRACIO;551;baixa
2020;9;DEFUNCIO;69;baixa
2020;10;INSCRIPCIO INDEGUDA;651;baixa
2020;10;EMIGRACIO;550;baixa
2020;10;DEFUNCIO;119;baixa
2020;11;INSCRIPCIO INDEGUDA;3;baixa
2020;11;EMIGRACIO;609;baixa
2020;11;DEFUNCIO;124;baixa
2020;12;INSCRIPCIO INDEGUDA;553;baixa
2020;12;EMIGRACIO;392;baixa
2020;12;DEFUNCIO;89;baixa
2019;1;INSCRIPCIO INDEGUDA;6;baixa
2019;1;EMIGRACIO;521;baixa
2019;1;DEFUNCIO;97;baixa
2019;2;INSCRIPCIO INDEGUDA;11;baixa
2019;2;EMIGRACIO;422;baixa
2019;2;DEFUNCIO;90;baixa
2019;3;INSCRIPCIO INDEGUDA;6;baixa
2019;3;EMIGRACIO;488;baixa
2019;3;DEFUNCIO;101;baixa
2019;4;INSCRIPCIO INDEGUDA;6;baixa
2019;4;EMIGRACIO;426;baixa
2019;4;DEFUNCIO;88;baixa
2019;5;INSCRIPCIO INDEGUDA;108;baixa
2019;5;EMIGRACIO;501;baixa
2019;5;DEFUNCIO;87;baixa
2019;6;INSCRIPCIO INDEGUDA;309;baixa
2019;6;EMIGRACIO;451;baixa
2019;6;DEFUNCIO;69;baixa
2019;7;INSCRIPCIO INDEGUDA;707;baixa
2019;7;EMIGRACIO;504;baixa
2019;7;DEFUNCIO;92;baixa
2019;8;INSCRIPCIO INDEGUDA;5;baixa
2019;8;EMIGRACIO;350;baixa
2019;8;DEFUNCIO;83;baixa
2019;9;INSCRIPCIO INDEGUDA;3;baixa
2019;9;EMIGRACIO;637;baixa
2019;9;DEFUNCIO;91;baixa
2019;10;INSCRIPCIO INDEGUDA;11;baixa
2019;10;EMIGRACIO;558;baixa
2019;10;DEFUNCIO;80;baixa
2019;11;INSCRIPCIO INDEGUDA;10;baixa
2019;11;EMIGRACIO;456;baixa
2019;11;DEFUNCIO;89;baixa
2019;12;INSCRIPCIO INDEGUDA;9;baixa
2019;12;EMIGRACIO;409;baixa
2019;12;DEFUNCIO;99;baixa
2018;1;INSCRIPCIO INDEGUDA;3;baixa
2018;1;EMIGRACIO;490;baixa
2018;1;DEFUNCIO;118;baixa
2018;2;INSCRIPCIO INDEGUDA;4;baixa
2018;2;EMIGRACIO;403;baixa
2018;2;DEFUNCIO;96;baixa
2018;3;INSCRIPCIO INDEGUDA;2;baixa
2018;3;EMIGRACIO;412;baixa
2018;3;DEFUNCIO;95;baixa
2018;4;INSCRIPCIO INDEGUDA;6;baixa
2018;4;EMIGRACIO;482;baixa
2018;4;DEFUNCIO;87;baixa
2018;5;INSCRIPCIO INDEGUDA;9;baixa
2018;5;EMIGRACIO;480;baixa
2018;5;DEFUNCIO;79;baixa
2018;6;INSCRIPCIO INDEGUDA;9;baixa
2018;6;EMIGRACIO;402;baixa
2018;6;DEFUNCIO;84;baixa
2018;7;INSCRIPCIO INDEGUDA;9;baixa
2018;7;EMIGRACIO;492;baixa
2018;7;DEFUNCIO;78;baixa
2018;8;INSCRIPCIO INDEGUDA;178;baixa
2018;8;EMIGRACIO;440;baixa
2018;8;DEFUNCIO;92;baixa
2018;9;INSCRIPCIO INDEGUDA;5;baixa
2018;9;EMIGRACIO;510;baixa
2018;9;DEFUNCIO;61;baixa
2018;10;INSCRIPCIO INDEGUDA;5;baixa
2018;10;EMIGRACIO;559;baixa
2018;10;DEFUNCIO;94;baixa
2018;11;INSCRIPCIO INDEGUDA;5;baixa
2018;11;EMIGRACIO;464;baixa
2018;11;DEFUNCIO;71;baixa
2018;12;INSCRIPCIO INDEGUDA;3;baixa
2018;12;EMIGRACIO;401;baixa
2018;12;DEFUNCIO;91;baixa
2017;1;INSCRIPCIO INDEGUDA;5;baixa
2017;1;EMIGRACIO;396;baixa
2017;1;DEFUNCIO;124;baixa
2017;2;INSCRIPCIO INDEGUDA;4;baixa
2017;2;EMIGRACIO;342;baixa
2017;2;DEFUNCIO;85;baixa
2017;3;INSCRIPCIO INDEGUDA;5;baixa
2017;3;EMIGRACIO;468;baixa
2017;3;DEFUNCIO;83;baixa
2017;4;INSCRIPCIO INDEGUDA;4;baixa
2017;4;EMIGRACIO;392;baixa
2017;4;DEFUNCIO;85;baixa
2017;5;INSCRIPCIO INDEGUDA;6;baixa
2017;5;EMIGRACIO;448;baixa
2017;5;DEFUNCIO;88;baixa
2017;6;INSCRIPCIO INDEGUDA;8;baixa
2017;6;EMIGRACIO;404;baixa
2017;6;DEFUNCIO;79;baixa
2017;7;INSCRIPCIO INDEGUDA;3;baixa
2017;7;EMIGRACIO;403;baixa
2017;7;DEFUNCIO;90;baixa
2017;8;INSCRIPCIO INDEGUDA;382;baixa
2017;8;EMIGRACIO;421;baixa
2017;8;DEFUNCIO;63;baixa
2017;9;INSCRIPCIO INDEGUDA;7;baixa
2017;9;EMIGRACIO;515;baixa
2017;9;DEFUNCIO;63;baixa
2017;10;INSCRIPCIO INDEGUDA;107;baixa
2017;10;EMIGRACIO;472;baixa
2017;10;DEFUNCIO;97;baixa
2017;11;EMIGRACIO;433;baixa
2017;11;DEFUNCIO;80;baixa
2017;12;INSCRIPCIO INDEGUDA;3;baixa
2017;12;EMIGRACIO;354;baixa
2017;12;DEFUNCIO;121;baixa
2016;1;INSCRIPCIO INDEGUDA;5;baixa
