comunitatsAut;provincia;municipi;tipus;periode;total;codi_postal;poblacio;any;mes
09 Cataluña;Tarragona;;Viviendas turísticas;2024M11;11.773;;;2024;11
09 Cataluña;Tarragona;;Viviendas turísticas;2024M08;13.801;;;2024;08
09 Cataluña;Tarragona;;Viviendas turísticas;2024M02;12.282;;;2024;02
09 Cataluña;Tarragona;;Viviendas turísticas;2023M08;12.898;;;2023;08
09 Cataluña;Tarragona;;Viviendas turísticas;2023M02;10.354;;;2023;02
09 Cataluña;Tarragona;;Viviendas turísticas;2022M08;11.592;;;2022;08
09 Cataluña;Tarragona;;Viviendas turísticas;2022M02;10.121;;;2022;02
09 Cataluña;Tarragona;;Viviendas turísticas;2021M08;11.700;;;2021;08
09 Cataluña;Tarragona;;Viviendas turísticas;2021M02;10.504;;;2021;02
09 Cataluña;Tarragona;;Viviendas turísticas;2020M08;12.688;;;2020;08
09 Cataluña;Tarragona;;Plazas;2024M11;68.314;;;2024;11
09 Cataluña;Tarragona;;Plazas;2024M08;79.629;;;2024;08
09 Cataluña;Tarragona;;Plazas;2024M02;70.552;;;2024;02
09 Cataluña;Tarragona;;Plazas;2023M08;74.532;;;2023;08
09 Cataluña;Tarragona;;Plazas;2023M02;60.433;;;2023;02
09 Cataluña;Tarragona;;Plazas;2022M08;67.835;;;2022;08
09 Cataluña;Tarragona;;Plazas;2022M02;60.032;;;2022;02
09 Cataluña;Tarragona;;Plazas;2021M08;69.373;;;2021;08
09 Cataluña;Tarragona;;Plazas;2021M02;62.449;;;2021;02
09 Cataluña;Tarragona;;Plazas;2020M08;75.427;;;2020;08
09 Cataluña;Tarragona;;Plazas por vivienda turística;2024M11;5,8;;;2024;11
09 Cataluña;Tarragona;;Plazas por vivienda turística;2024M08;5,77;;;2024;08
09 Cataluña;Tarragona;;Plazas por vivienda turística;2024M02;5,74;;;2024;02
09 Cataluña;Tarragona;;Plazas por vivienda turística;2023M08;5,78;;;2023;08
09 Cataluña;Tarragona;;Plazas por vivienda turística;2023M02;5,84;;;2023;02
09 Cataluña;Tarragona;;Plazas por vivienda turística;2022M08;5,85;;;2022;08
09 Cataluña;Tarragona;;Plazas por vivienda turística;2022M02;5,93;;;2022;02
09 Cataluña;Tarragona;;Plazas por vivienda turística;2021M08;5,93;;;2021;08
09 Cataluña;Tarragona;;Plazas por vivienda turística;2021M02;5,95;;;2021;02
09 Cataluña;Tarragona;;Plazas por vivienda turística;2020M08;5,94;;;2020;08
09 Cataluña;Tarragona;43001 Aiguamúrcia;Viviendas turísticas;2024M11;9;43001;Aiguamúrcia;2024;11
09 Cataluña;Tarragona;43001 Aiguamúrcia;Viviendas turísticas;2024M08;8;43001;Aiguamúrcia;2024;08
09 Cataluña;Tarragona;43001 Aiguamúrcia;Viviendas turísticas;2024M02;5;43001;Aiguamúrcia;2024;02
09 Cataluña;Tarragona;43001 Aiguamúrcia;Viviendas turísticas;2023M08;4;43001;Aiguamúrcia;2023;08
09 Cataluña;Tarragona;43001 Aiguamúrcia;Viviendas turísticas;2023M02;6;43001;Aiguamúrcia;2023;02
09 Cataluña;Tarragona;43001 Aiguamúrcia;Viviendas turísticas;2022M08;8;43001;Aiguamúrcia;2022;08
09 Cataluña;Tarragona;43001 Aiguamúrcia;Viviendas turísticas;2022M02;10;43001;Aiguamúrcia;2022;02
09 Cataluña;Tarragona;43001 Aiguamúrcia;Viviendas turísticas;2021M08;9;43001;Aiguamúrcia;2021;08
09 Cataluña;Tarragona;43001 Aiguamúrcia;Viviendas turísticas;2021M02;9;43001;Aiguamúrcia;2021;02
09 Cataluña;Tarragona;43001 Aiguamúrcia;Viviendas turísticas;2020M08;8;43001;Aiguamúrcia;2020;08
09 Cataluña;Tarragona;43001 Aiguamúrcia;Plazas;2024M11;52;43001;Aiguamúrcia;2024;11
09 Cataluña;Tarragona;43001 Aiguamúrcia;Plazas;2024M08;50;43001;Aiguamúrcia;2024;08
09 Cataluña;Tarragona;43001 Aiguamúrcia;Plazas;2024M02;36;43001;Aiguamúrcia;2024;02
09 Cataluña;Tarragona;43001 Aiguamúrcia;Plazas;2023M08;32;43001;Aiguamúrcia;2023;08
09 Cataluña;Tarragona;43001 Aiguamúrcia;Plazas;2023M02;49;43001;Aiguamúrcia;2023;02
09 Cataluña;Tarragona;43001 Aiguamúrcia;Plazas;2022M08;66;43001;Aiguamúrcia;2022;08
09 Cataluña;Tarragona;43001 Aiguamúrcia;Plazas;2022M02;83;43001;Aiguamúrcia;2022;02
09 Cataluña;Tarragona;43001 Aiguamúrcia;Plazas;2021M08;63;43001;Aiguamúrcia;2021;08
09 Cataluña;Tarragona;43001 Aiguamúrcia;Plazas;2021M02;68;43001;Aiguamúrcia;2021;02
09 Cataluña;Tarragona;43001 Aiguamúrcia;Plazas;2020M08;61;43001;Aiguamúrcia;2020;08
09 Cataluña;Tarragona;43001 Aiguamúrcia;Plazas por vivienda turística;2024M11;5,78;43001;Aiguamúrcia;2024;11
09 Cataluña;Tarragona;43001 Aiguamúrcia;Plazas por vivienda turística;2024M08;6,25;43001;Aiguamúrcia;2024;08
09 Cataluña;Tarragona;43001 Aiguamúrcia;Plazas por vivienda turística;2024M02;7,2;43001;Aiguamúrcia;2024;02
09 Cataluña;Tarragona;43001 Aiguamúrcia;Plazas por vivienda turística;2023M08;8;43001;Aiguamúrcia;2023;08
09 Cataluña;Tarragona;43001 Aiguamúrcia;Plazas por vivienda turística;2023M02;8,17;43001;Aiguamúrcia;2023;02
09 Cataluña;Tarragona;43001 Aiguamúrcia;Plazas por vivienda turística;2022M08;8,25;43001;Aiguamúrcia;2022;08
09 Cataluña;Tarragona;43001 Aiguamúrcia;Plazas por vivienda turística;2022M02;8,3;43001;Aiguamúrcia;2022;02
09 Cataluña;Tarragona;43001 Aiguamúrcia;Plazas por vivienda turística;2021M08;7;43001;Aiguamúrcia;2021;08
09 Cataluña;Tarragona;43001 Aiguamúrcia;Plazas por vivienda turística;2021M02;7,56;43001;Aiguamúrcia;2021;02
09 Cataluña;Tarragona;43001 Aiguamúrcia;Plazas por vivienda turística;2020M08;7,63;43001;Aiguamúrcia;2020;08
09 Cataluña;Tarragona;43002 Albinyana;Viviendas turísticas;2024M11;13;43002;Albinyana;2024;11
09 Cataluña;Tarragona;43002 Albinyana;Viviendas turísticas;2024M08;14;43002;Albinyana;2024;08
09 Cataluña;Tarragona;43002 Albinyana;Viviendas turísticas;2024M02;5;43002;Albinyana;2024;02
09 Cataluña;Tarragona;43002 Albinyana;Viviendas turísticas;2023M08;3;43002;Albinyana;2023;08
09 Cataluña;Tarragona;43002 Albinyana;Viviendas turísticas;2023M02;6;43002;Albinyana;2023;02
09 Cataluña;Tarragona;43002 Albinyana;Viviendas turísticas;2022M08;5;43002;Albinyana;2022;08
09 Cataluña;Tarragona;43002 Albinyana;Viviendas turísticas;2022M02;3;43002;Albinyana;2022;02
09 Cataluña;Tarragona;43002 Albinyana;Viviendas turísticas;2021M08;2;43002;Albinyana;2021;08
09 Cataluña;Tarragona;43002 Albinyana;Viviendas turísticas;2021M02;2;43002;Albinyana;2021;02
09 Cataluña;Tarragona;43002 Albinyana;Viviendas turísticas;2020M08;3;43002;Albinyana;2020;08
09 Cataluña;Tarragona;43002 Albinyana;Plazas;2024M11;77;43002;Albinyana;2024;11
09 Cataluña;Tarragona;43002 Albinyana;Plazas;2024M08;85;43002;Albinyana;2024;08
09 Cataluña;Tarragona;43002 Albinyana;Plazas;2024M02;31;43002;Albinyana;2024;02
09 Cataluña;Tarragona;43002 Albinyana;Plazas;2023M08;12;43002;Albinyana;2023;08
09 Cataluña;Tarragona;43002 Albinyana;Plazas;2023M02;25;43002;Albinyana;2023;02
09 Cataluña;Tarragona;43002 Albinyana;Plazas;2022M08;19;43002;Albinyana;2022;08
09 Cataluña;Tarragona;43002 Albinyana;Plazas;2022M02;19;43002;Albinyana;2022;02
09 Cataluña;Tarragona;43002 Albinyana;Plazas;2021M08;3;43002;Albinyana;2021;08
09 Cataluña;Tarragona;43002 Albinyana;Plazas;2021M02;3;43002;Albinyana;2021;02
09 Cataluña;Tarragona;43002 Albinyana;Plazas;2020M08;13;43002;Albinyana;2020;08
09 Cataluña;Tarragona;43002 Albinyana;Plazas por vivienda turística;2024M11;5,92;43002;Albinyana;2024;11
09 Cataluña;Tarragona;43002 Albinyana;Plazas por vivienda turística;2024M08;6,07;43002;Albinyana;2024;08
09 Cataluña;Tarragona;43002 Albinyana;Plazas por vivienda turística;2024M02;6,2;43002;Albinyana;2024;02
09 Cataluña;Tarragona;43002 Albinyana;Plazas por vivienda turística;2023M08;4;43002;Albinyana;2023;08
09 Cataluña;Tarragona;43002 Albinyana;Plazas por vivienda turística;2023M02;4,17;43002;Albinyana;2023;02
09 Cataluña;Tarragona;43002 Albinyana;Plazas por vivienda turística;2022M08;3,8;43002;Albinyana;2022;08
09 Cataluña;Tarragona;43002 Albinyana;Plazas por vivienda turística;2022M02;6,33;43002;Albinyana;2022;02
09 Cataluña;Tarragona;43002 Albinyana;Plazas por vivienda turística;2021M08;1,5;43002;Albinyana;2021;08
09 Cataluña;Tarragona;43002 Albinyana;Plazas por vivienda turística;2021M02;1,5;43002;Albinyana;2021;02
09 Cataluña;Tarragona;43002 Albinyana;Plazas por vivienda turística;2020M08;4,33;43002;Albinyana;2020;08
09 Cataluña;Tarragona;43003 Albiol;Viviendas turísticas;2024M11;7;43003;Albiol;2024;11
09 Cataluña;Tarragona;43003 Albiol;Viviendas turísticas;2024M08;9;43003;Albiol;2024;08
09 Cataluña;Tarragona;43003 Albiol;Viviendas turísticas;2024M02;8;43003;Albiol;2024;02
09 Cataluña;Tarragona;43003 Albiol;Viviendas turísticas;2023M08;8;43003;Albiol;2023;08
09 Cataluña;Tarragona;43003 Albiol;Viviendas turísticas;2023M02;8;43003;Albiol;2023;02
09 Cataluña;Tarragona;43003 Albiol;Viviendas turísticas;2022M08;8;43003;Albiol;2022;08
09 Cataluña;Tarragona;43003 Albiol;Viviendas turísticas;2022M02;9;43003;Albiol;2022;02
09 Cataluña;Tarragona;43003 Albiol;Viviendas turísticas;2021M08;9;43003;Albiol;2021;08
09 Cataluña;Tarragona;43003 Albiol;Viviendas turísticas;2021M02;9;43003;Albiol;2021;02
09 Cataluña;Tarragona;43003 Albiol;Viviendas turísticas;2020M08;9;43003;Albiol;2020;08
09 Cataluña;Tarragona;43003 Albiol;Plazas;2024M11;52;43003;Albiol;2024;11
09 Cataluña;Tarragona;43003 Albiol;Plazas;2024M08;66;43003;Albiol;2024;08
09 Cataluña;Tarragona;43003 Albiol;Plazas;2024M02;58;43003;Albiol;2024;02
09 Cataluña;Tarragona;43003 Albiol;Plazas;2023M08;58;43003;Albiol;2023;08
09 Cataluña;Tarragona;43003 Albiol;Plazas;2023M02;58;43003;Albiol;2023;02
09 Cataluña;Tarragona;43003 Albiol;Plazas;2022M08;58;43003;Albiol;2022;08
09 Cataluña;Tarragona;43003 Albiol;Plazas;2022M02;68;43003;Albiol;2022;02
09 Cataluña;Tarragona;43003 Albiol;Plazas;2021M08;68;43003;Albiol;2021;08
09 Cataluña;Tarragona;43003 Albiol;Plazas;2021M02;67;43003;Albiol;2021;02
09 Cataluña;Tarragona;43003 Albiol;Plazas;2020M08;68;43003;Albiol;2020;08
09 Cataluña;Tarragona;43003 Albiol;Plazas por vivienda turística;2024M11;7,43;43003;Albiol;2024;11
09 Cataluña;Tarragona;43003 Albiol;Plazas por vivienda turística;2024M08;7,33;43003;Albiol;2024;08
09 Cataluña;Tarragona;43003 Albiol;Plazas por vivienda turística;2024M02;7,25;43003;Albiol;2024;02
09 Cataluña;Tarragona;43003 Albiol;Plazas por vivienda turística;2023M08;7,25;43003;Albiol;2023;08
09 Cataluña;Tarragona;43003 Albiol;Plazas por vivienda turística;2023M02;7,25;43003;Albiol;2023;02
09 Cataluña;Tarragona;43003 Albiol;Plazas por vivienda turística;2022M08;7,25;43003;Albiol;2022;08
09 Cataluña;Tarragona;43003 Albiol;Plazas por vivienda turística;2022M02;7,56;43003;Albiol;2022;02
09 Cataluña;Tarragona;43003 Albiol;Plazas por vivienda turística;2021M08;7,56;43003;Albiol;2021;08
09 Cataluña;Tarragona;43003 Albiol;Plazas por vivienda turística;2021M02;7,44;43003;Albiol;2021;02
09 Cataluña;Tarragona;43003 Albiol;Plazas por vivienda turística;2020M08;7,56;43003;Albiol;2020;08
09 Cataluña;Tarragona;43004 Alcanar;Viviendas turísticas;2024M11;254;43004;Alcanar;2024;11
09 Cataluña;Tarragona;43004 Alcanar;Viviendas turísticas;2024M08;269;43004;Alcanar;2024;08
09 Cataluña;Tarragona;43004 Alcanar;Viviendas turísticas;2024M02;241;43004;Alcanar;2024;02
09 Cataluña;Tarragona;43004 Alcanar;Viviendas turísticas;2023M08;255;43004;Alcanar;2023;08
09 Cataluña;Tarragona;43004 Alcanar;Viviendas turísticas;2023M02;200;43004;Alcanar;2023;02
09 Cataluña;Tarragona;43004 Alcanar;Viviendas turísticas;2022M08;226;43004;Alcanar;2022;08
09 Cataluña;Tarragona;43004 Alcanar;Viviendas turísticas;2022M02;178;43004;Alcanar;2022;02
09 Cataluña;Tarragona;43004 Alcanar;Viviendas turísticas;2021M08;207;43004;Alcanar;2021;08
09 Cataluña;Tarragona;43004 Alcanar;Viviendas turísticas;2021M02;184;43004;Alcanar;2021;02
09 Cataluña;Tarragona;43004 Alcanar;Viviendas turísticas;2020M08;213;43004;Alcanar;2020;08
09 Cataluña;Tarragona;43004 Alcanar;Plazas;2024M11;1.576;43004;Alcanar;2024;11
09 Cataluña;Tarragona;43004 Alcanar;Plazas;2024M08;1.671;43004;Alcanar;2024;08
09 Cataluña;Tarragona;43004 Alcanar;Plazas;2024M02;1.440;43004;Alcanar;2024;02
09 Cataluña;Tarragona;43004 Alcanar;Plazas;2023M08;1.529;43004;Alcanar;2023;08
09 Cataluña;Tarragona;43004 Alcanar;Plazas;2023M02;1.199;43004;Alcanar;2023;02
09 Cataluña;Tarragona;43004 Alcanar;Plazas;2022M08;1.396;43004;Alcanar;2022;08
09 Cataluña;Tarragona;43004 Alcanar;Plazas;2022M02;1.132;43004;Alcanar;2022;02
09 Cataluña;Tarragona;43004 Alcanar;Plazas;2021M08;1.328;43004;Alcanar;2021;08
09 Cataluña;Tarragona;43004 Alcanar;Plazas;2021M02;1.203;43004;Alcanar;2021;02
09 Cataluña;Tarragona;43004 Alcanar;Plazas;2020M08;1.368;43004;Alcanar;2020;08
09 Cataluña;Tarragona;43004 Alcanar;Plazas por vivienda turística;2024M11;6,2;43004;Alcanar;2024;11
09 Cataluña;Tarragona;43004 Alcanar;Plazas por vivienda turística;2024M08;6,21;43004;Alcanar;2024;08
09 Cataluña;Tarragona;43004 Alcanar;Plazas por vivienda turística;2024M02;5,98;43004;Alcanar;2024;02
09 Cataluña;Tarragona;43004 Alcanar;Plazas por vivienda turística;2023M08;6;43004;Alcanar;2023;08
09 Cataluña;Tarragona;43004 Alcanar;Plazas por vivienda turística;2023M02;6;43004;Alcanar;2023;02
09 Cataluña;Tarragona;43004 Alcanar;Plazas por vivienda turística;2022M08;6,18;43004;Alcanar;2022;08
09 Cataluña;Tarragona;43004 Alcanar;Plazas por vivienda turística;2022M02;6,36;43004;Alcanar;2022;02
09 Cataluña;Tarragona;43004 Alcanar;Plazas por vivienda turística;2021M08;6,42;43004;Alcanar;2021;08
09 Cataluña;Tarragona;43004 Alcanar;Plazas por vivienda turística;2021M02;6,54;43004;Alcanar;2021;02
09 Cataluña;Tarragona;43004 Alcanar;Plazas por vivienda turística;2020M08;6,42;43004;Alcanar;2020;08
09 Cataluña;Tarragona;43005 Alcover;Viviendas turísticas;2024M11;14;43005;Alcover;2024;11
09 Cataluña;Tarragona;43005 Alcover;Viviendas turísticas;2024M08;16;43005;Alcover;2024;08
09 Cataluña;Tarragona;43005 Alcover;Viviendas turísticas;2024M02;17;43005;Alcover;2024;02
09 Cataluña;Tarragona;43005 Alcover;Viviendas turísticas;2023M08;15;43005;Alcover;2023;08
09 Cataluña;Tarragona;43005 Alcover;Viviendas turísticas;2023M02;13;43005;Alcover;2023;02
09 Cataluña;Tarragona;43005 Alcover;Viviendas turísticas;2022M08;15;43005;Alcover;2022;08
09 Cataluña;Tarragona;43005 Alcover;Viviendas turísticas;2022M02;15;43005;Alcover;2022;02
09 Cataluña;Tarragona;43005 Alcover;Viviendas turísticas;2021M08;15;43005;Alcover;2021;08
09 Cataluña;Tarragona;43005 Alcover;Viviendas turísticas;2021M02;10;43005;Alcover;2021;02
09 Cataluña;Tarragona;43005 Alcover;Viviendas turísticas;2020M08;9;43005;Alcover;2020;08
09 Cataluña;Tarragona;43005 Alcover;Plazas;2024M11;125;43005;Alcover;2024;11
09 Cataluña;Tarragona;43005 Alcover;Plazas;2024M08;132;43005;Alcover;2024;08
09 Cataluña;Tarragona;43005 Alcover;Plazas;2024M02;128;43005;Alcover;2024;02
09 Cataluña;Tarragona;43005 Alcover;Plazas;2023M08;130;43005;Alcover;2023;08
09 Cataluña;Tarragona;43005 Alcover;Plazas;2023M02;95;43005;Alcover;2023;02
09 Cataluña;Tarragona;43005 Alcover;Plazas;2022M08;110;43005;Alcover;2022;08
09 Cataluña;Tarragona;43005 Alcover;Plazas;2022M02;128;43005;Alcover;2022;02
09 Cataluña;Tarragona;43005 Alcover;Plazas;2021M08;128;43005;Alcover;2021;08
09 Cataluña;Tarragona;43005 Alcover;Plazas;2021M02;93;43005;Alcover;2021;02
09 Cataluña;Tarragona;43005 Alcover;Plazas;2020M08;56;43005;Alcover;2020;08
09 Cataluña;Tarragona;43005 Alcover;Plazas por vivienda turística;2024M11;8,93;43005;Alcover;2024;11
09 Cataluña;Tarragona;43005 Alcover;Plazas por vivienda turística;2024M08;8,25;43005;Alcover;2024;08
09 Cataluña;Tarragona;43005 Alcover;Plazas por vivienda turística;2024M02;7,53;43005;Alcover;2024;02
09 Cataluña;Tarragona;43005 Alcover;Plazas por vivienda turística;2023M08;8,67;43005;Alcover;2023;08
09 Cataluña;Tarragona;43005 Alcover;Plazas por vivienda turística;2023M02;7,31;43005;Alcover;2023;02
09 Cataluña;Tarragona;43005 Alcover;Plazas por vivienda turística;2022M08;7,33;43005;Alcover;2022;08
09 Cataluña;Tarragona;43005 Alcover;Plazas por vivienda turística;2022M02;8,53;43005;Alcover;2022;02
09 Cataluña;Tarragona;43005 Alcover;Plazas por vivienda turística;2021M08;8,53;43005;Alcover;2021;08
09 Cataluña;Tarragona;43005 Alcover;Plazas por vivienda turística;2021M02;9,3;43005;Alcover;2021;02
09 Cataluña;Tarragona;43005 Alcover;Plazas por vivienda turística;2020M08;6,22;43005;Alcover;2020;08
09 Cataluña;Tarragona;43904 Aldea;Viviendas turísticas;2024M11;16;43904;Aldea;2024;11
09 Cataluña;Tarragona;43904 Aldea;Viviendas turísticas;2024M08;17;43904;Aldea;2024;08
09 Cataluña;Tarragona;43904 Aldea;Viviendas turísticas;2024M02;12;43904;Aldea;2024;02
09 Cataluña;Tarragona;43904 Aldea;Viviendas turísticas;2023M08;19;43904;Aldea;2023;08
09 Cataluña;Tarragona;43904 Aldea;Viviendas turísticas;2023M02;15;43904;Aldea;2023;02
09 Cataluña;Tarragona;43904 Aldea;Viviendas turísticas;2022M08;17;43904;Aldea;2022;08
09 Cataluña;Tarragona;43904 Aldea;Viviendas turísticas;2022M02;19;43904;Aldea;2022;02
09 Cataluña;Tarragona;43904 Aldea;Viviendas turísticas;2021M08;19;43904;Aldea;2021;08
09 Cataluña;Tarragona;43904 Aldea;Viviendas turísticas;2021M02;16;43904;Aldea;2021;02
09 Cataluña;Tarragona;43904 Aldea;Viviendas turísticas;2020M08;12;43904;Aldea;2020;08
09 Cataluña;Tarragona;43904 Aldea;Plazas;2024M11;106;43904;Aldea;2024;11
09 Cataluña;Tarragona;43904 Aldea;Plazas;2024M08;107;43904;Aldea;2024;08
09 Cataluña;Tarragona;43904 Aldea;Plazas;2024M02;83;43904;Aldea;2024;02
09 Cataluña;Tarragona;43904 Aldea;Plazas;2023M08;145;43904;Aldea;2023;08
09 Cataluña;Tarragona;43904 Aldea;Plazas;2023M02;103;43904;Aldea;2023;02
09 Cataluña;Tarragona;43904 Aldea;Plazas;2022M08;124;43904;Aldea;2022;08
09 Cataluña;Tarragona;43904 Aldea;Plazas;2022M02;122;43904;Aldea;2022;02
09 Cataluña;Tarragona;43904 Aldea;Plazas;2021M08;122;43904;Aldea;2021;08
09 Cataluña;Tarragona;43904 Aldea;Plazas;2021M02;104;43904;Aldea;2021;02
09 Cataluña;Tarragona;43904 Aldea;Plazas;2020M08;92;43904;Aldea;2020;08
09 Cataluña;Tarragona;43904 Aldea;Plazas por vivienda turística;2024M11;6,63;43904;Aldea;2024;11
09 Cataluña;Tarragona;43904 Aldea;Plazas por vivienda turística;2024M08;6,29;43904;Aldea;2024;08
09 Cataluña;Tarragona;43904 Aldea;Plazas por vivienda turística;2024M02;6,92;43904;Aldea;2024;02
09 Cataluña;Tarragona;43904 Aldea;Plazas por vivienda turística;2023M08;7,63;43904;Aldea;2023;08
09 Cataluña;Tarragona;43904 Aldea;Plazas por vivienda turística;2023M02;6,87;43904;Aldea;2023;02
09 Cataluña;Tarragona;43904 Aldea;Plazas por vivienda turística;2022M08;7,29;43904;Aldea;2022;08
09 Cataluña;Tarragona;43904 Aldea;Plazas por vivienda turística;2022M02;6,42;43904;Aldea;2022;02
09 Cataluña;Tarragona;43904 Aldea;Plazas por vivienda turística;2021M08;6,42;43904;Aldea;2021;08
09 Cataluña;Tarragona;43904 Aldea;Plazas por vivienda turística;2021M02;6,5;43904;Aldea;2021;02
09 Cataluña;Tarragona;43904 Aldea;Plazas por vivienda turística;2020M08;7,67;43904;Aldea;2020;08
09 Cataluña;Tarragona;43006 Aldover;Viviendas turísticas;2024M11;6;43006;Aldover;2024;11
09 Cataluña;Tarragona;43006 Aldover;Viviendas turísticas;2024M08;6;43006;Aldover;2024;08
09 Cataluña;Tarragona;43006 Aldover;Viviendas turísticas;2024M02;5;43006;Aldover;2024;02
09 Cataluña;Tarragona;43006 Aldover;Viviendas turísticas;2023M08;5;43006;Aldover;2023;08
09 Cataluña;Tarragona;43006 Aldover;Viviendas turísticas;2023M02;6;43006;Aldover;2023;02
09 Cataluña;Tarragona;43006 Aldover;Viviendas turísticas;2022M08;5;43006;Aldover;2022;08
09 Cataluña;Tarragona;43006 Aldover;Viviendas turísticas;2022M02;6;43006;Aldover;2022;02
09 Cataluña;Tarragona;43006 Aldover;Viviendas turísticas;2021M08;6;43006;Aldover;2021;08
09 Cataluña;Tarragona;43006 Aldover;Viviendas turísticas;2021M02;7;43006;Aldover;2021;02
09 Cataluña;Tarragona;43006 Aldover;Viviendas turísticas;2020M08;7;43006;Aldover;2020;08
09 Cataluña;Tarragona;43006 Aldover;Plazas;2024M11;28;43006;Aldover;2024;11
09 Cataluña;Tarragona;43006 Aldover;Plazas;2024M08;29;43006;Aldover;2024;08
09 Cataluña;Tarragona;43006 Aldover;Plazas;2024M02;27;43006;Aldover;2024;02
09 Cataluña;Tarragona;43006 Aldover;Plazas;2023M08;27;43006;Aldover;2023;08
09 Cataluña;Tarragona;43006 Aldover;Plazas;2023M02;33;43006;Aldover;2023;02
09 Cataluña;Tarragona;43006 Aldover;Plazas;2022M08;27;43006;Aldover;2022;08
09 Cataluña;Tarragona;43006 Aldover;Plazas;2022M02;27;43006;Aldover;2022;02
09 Cataluña;Tarragona;43006 Aldover;Plazas;2021M08;27;43006;Aldover;2021;08
09 Cataluña;Tarragona;43006 Aldover;Plazas;2021M02;32;43006;Aldover;2021;02
09 Cataluña;Tarragona;43006 Aldover;Plazas;2020M08;32;43006;Aldover;2020;08
09 Cataluña;Tarragona;43006 Aldover;Plazas por vivienda turística;2024M11;4,67;43006;Aldover;2024;11
09 Cataluña;Tarragona;43006 Aldover;Plazas por vivienda turística;2024M08;4,83;43006;Aldover;2024;08
09 Cataluña;Tarragona;43006 Aldover;Plazas por vivienda turística;2024M02;5,4;43006;Aldover;2024;02
09 Cataluña;Tarragona;43006 Aldover;Plazas por vivienda turística;2023M08;5,4;43006;Aldover;2023;08
09 Cataluña;Tarragona;43006 Aldover;Plazas por vivienda turística;2023M02;5,5;43006;Aldover;2023;02
09 Cataluña;Tarragona;43006 Aldover;Plazas por vivienda turística;2022M08;5,4;43006;Aldover;2022;08
09 Cataluña;Tarragona;43006 Aldover;Plazas por vivienda turística;2022M02;4,5;43006;Aldover;2022;02
09 Cataluña;Tarragona;43006 Aldover;Plazas por vivienda turística;2021M08;4,5;43006;Aldover;2021;08
09 Cataluña;Tarragona;43006 Aldover;Plazas por vivienda turística;2021M02;4,57;43006;Aldover;2021;02
09 Cataluña;Tarragona;43006 Aldover;Plazas por vivienda turística;2020M08;4,57;43006;Aldover;2020;08
09 Cataluña;Tarragona;43007 Aleixar;Viviendas turísticas;2024M11;5;43007;Aleixar;2024;11
09 Cataluña;Tarragona;43007 Aleixar;Viviendas turísticas;2024M08;7;43007;Aleixar;2024;08
09 Cataluña;Tarragona;43007 Aleixar;Viviendas turísticas;2024M02;7;43007;Aleixar;2024;02
09 Cataluña;Tarragona;43007 Aleixar;Viviendas turísticas;2023M08;8;43007;Aleixar;2023;08
09 Cataluña;Tarragona;43007 Aleixar;Viviendas turísticas;2023M02;6;43007;Aleixar;2023;02
09 Cataluña;Tarragona;43007 Aleixar;Viviendas turísticas;2022M08;7;43007;Aleixar;2022;08
09 Cataluña;Tarragona;43007 Aleixar;Viviendas turísticas;2022M02;7;43007;Aleixar;2022;02
09 Cataluña;Tarragona;43007 Aleixar;Viviendas turísticas;2021M08;8;43007;Aleixar;2021;08
09 Cataluña;Tarragona;43007 Aleixar;Viviendas turísticas;2021M02;7;43007;Aleixar;2021;02
09 Cataluña;Tarragona;43007 Aleixar;Viviendas turísticas;2020M08;6;43007;Aleixar;2020;08
09 Cataluña;Tarragona;43007 Aleixar;Plazas;2024M11;40;43007;Aleixar;2024;11
09 Cataluña;Tarragona;43007 Aleixar;Plazas;2024M08;53;43007;Aleixar;2024;08
09 Cataluña;Tarragona;43007 Aleixar;Plazas;2024M02;53;43007;Aleixar;2024;02
09 Cataluña;Tarragona;43007 Aleixar;Plazas;2023M08;57;43007;Aleixar;2023;08
09 Cataluña;Tarragona;43007 Aleixar;Plazas;2023M02;44;43007;Aleixar;2023;02
09 Cataluña;Tarragona;43007 Aleixar;Plazas;2022M08;52;43007;Aleixar;2022;08
09 Cataluña;Tarragona;43007 Aleixar;Plazas;2022M02;50;43007;Aleixar;2022;02
09 Cataluña;Tarragona;43007 Aleixar;Plazas;2021M08;56;43007;Aleixar;2021;08
09 Cataluña;Tarragona;43007 Aleixar;Plazas;2021M02;49;43007;Aleixar;2021;02
09 Cataluña;Tarragona;43007 Aleixar;Plazas;2020M08;48;43007;Aleixar;2020;08
09 Cataluña;Tarragona;43007 Aleixar;Plazas por vivienda turística;2024M11;8;43007;Aleixar;2024;11
09 Cataluña;Tarragona;43007 Aleixar;Plazas por vivienda turística;2024M08;7,57;43007;Aleixar;2024;08
09 Cataluña;Tarragona;43007 Aleixar;Plazas por vivienda turística;2024M02;7,57;43007;Aleixar;2024;02
09 Cataluña;Tarragona;43007 Aleixar;Plazas por vivienda turística;2023M08;7,13;43007;Aleixar;2023;08
09 Cataluña;Tarragona;43007 Aleixar;Plazas por vivienda turística;2023M02;7,33;43007;Aleixar;2023;02
09 Cataluña;Tarragona;43007 Aleixar;Plazas por vivienda turística;2022M08;7,43;43007;Aleixar;2022;08
09 Cataluña;Tarragona;43007 Aleixar;Plazas por vivienda turística;2022M02;7,14;43007;Aleixar;2022;02
