comunitatsAut;provincia;municipi;tipus;periode;total;codi_postal;poblacio;any;mes
09 Cataluña;Tarragona;43034 Bràfim;Plazas;2022M02;0;43034;Bràfim;2022;02
09 Cataluña;Tarragona;43034 Bràfim;Plazas;2021M08;0;43034;Bràfim;2021;08
09 Cataluña;Tarragona;43034 Bràfim;Plazas;2021M02;0;43034;Bràfim;2021;02
09 Cataluña;Tarragona;43034 Bràfim;Plazas;2020M08;0;43034;Bràfim;2020;08
09 Cataluña;Tarragona;43034 Bràfim;Plazas por vivienda turística;2024M11;..;43034;Bràfim;2024;11
09 Cataluña;Tarragona;43034 Bràfim;Plazas por vivienda turística;2024M08;..;43034;Bràfim;2024;08
09 Cataluña;Tarragona;43034 Bràfim;Plazas por vivienda turística;2024M02;..;43034;Bràfim;2024;02
09 Cataluña;Tarragona;43034 Bràfim;Plazas por vivienda turística;2023M08;4;43034;Bràfim;2023;08
09 Cataluña;Tarragona;43034 Bràfim;Plazas por vivienda turística;2023M02;;43034;Bràfim;2023;02
09 Cataluña;Tarragona;43034 Bràfim;Plazas por vivienda turística;2022M08;;43034;Bràfim;2022;08
09 Cataluña;Tarragona;43034 Bràfim;Plazas por vivienda turística;2022M02;;43034;Bràfim;2022;02
09 Cataluña;Tarragona;43034 Bràfim;Plazas por vivienda turística;2021M08;;43034;Bràfim;2021;08
09 Cataluña;Tarragona;43034 Bràfim;Plazas por vivienda turística;2021M02;;43034;Bràfim;2021;02
09 Cataluña;Tarragona;43034 Bràfim;Plazas por vivienda turística;2020M08;;43034;Bràfim;2020;08
09 Cataluña;Tarragona;43035 Cabacés;Viviendas turísticas;2024M11;4;43035;Cabacés;2024;11
09 Cataluña;Tarragona;43035 Cabacés;Viviendas turísticas;2024M08;4;43035;Cabacés;2024;08
09 Cataluña;Tarragona;43035 Cabacés;Viviendas turísticas;2024M02;3;43035;Cabacés;2024;02
09 Cataluña;Tarragona;43035 Cabacés;Viviendas turísticas;2023M08;4;43035;Cabacés;2023;08
09 Cataluña;Tarragona;43035 Cabacés;Viviendas turísticas;2023M02;4;43035;Cabacés;2023;02
09 Cataluña;Tarragona;43035 Cabacés;Viviendas turísticas;2022M08;5;43035;Cabacés;2022;08
09 Cataluña;Tarragona;43035 Cabacés;Viviendas turísticas;2022M02;4;43035;Cabacés;2022;02
09 Cataluña;Tarragona;43035 Cabacés;Viviendas turísticas;2021M08;3;43035;Cabacés;2021;08
09 Cataluña;Tarragona;43035 Cabacés;Viviendas turísticas;2021M02;2;43035;Cabacés;2021;02
09 Cataluña;Tarragona;43035 Cabacés;Viviendas turísticas;2020M08;2;43035;Cabacés;2020;08
09 Cataluña;Tarragona;43035 Cabacés;Plazas;2024M11;31;43035;Cabacés;2024;11
09 Cataluña;Tarragona;43035 Cabacés;Plazas;2024M08;31;43035;Cabacés;2024;08
09 Cataluña;Tarragona;43035 Cabacés;Plazas;2024M02;24;43035;Cabacés;2024;02
09 Cataluña;Tarragona;43035 Cabacés;Plazas;2023M08;31;43035;Cabacés;2023;08
09 Cataluña;Tarragona;43035 Cabacés;Plazas;2023M02;31;43035;Cabacés;2023;02
09 Cataluña;Tarragona;43035 Cabacés;Plazas;2022M08;35;43035;Cabacés;2022;08
09 Cataluña;Tarragona;43035 Cabacés;Plazas;2022M02;31;43035;Cabacés;2022;02
09 Cataluña;Tarragona;43035 Cabacés;Plazas;2021M08;26;43035;Cabacés;2021;08
09 Cataluña;Tarragona;43035 Cabacés;Plazas;2021M02;19;43035;Cabacés;2021;02
09 Cataluña;Tarragona;43035 Cabacés;Plazas;2020M08;19;43035;Cabacés;2020;08
09 Cataluña;Tarragona;43035 Cabacés;Plazas por vivienda turística;2024M11;7,75;43035;Cabacés;2024;11
09 Cataluña;Tarragona;43035 Cabacés;Plazas por vivienda turística;2024M08;7,75;43035;Cabacés;2024;08
09 Cataluña;Tarragona;43035 Cabacés;Plazas por vivienda turística;2024M02;8;43035;Cabacés;2024;02
09 Cataluña;Tarragona;43035 Cabacés;Plazas por vivienda turística;2023M08;7,75;43035;Cabacés;2023;08
09 Cataluña;Tarragona;43035 Cabacés;Plazas por vivienda turística;2023M02;7,75;43035;Cabacés;2023;02
09 Cataluña;Tarragona;43035 Cabacés;Plazas por vivienda turística;2022M08;7;43035;Cabacés;2022;08
09 Cataluña;Tarragona;43035 Cabacés;Plazas por vivienda turística;2022M02;7,75;43035;Cabacés;2022;02
09 Cataluña;Tarragona;43035 Cabacés;Plazas por vivienda turística;2021M08;8,67;43035;Cabacés;2021;08
09 Cataluña;Tarragona;43035 Cabacés;Plazas por vivienda turística;2021M02;9,5;43035;Cabacés;2021;02
09 Cataluña;Tarragona;43035 Cabacés;Plazas por vivienda turística;2020M08;9,5;43035;Cabacés;2020;08
09 Cataluña;Tarragona;43036 Cabra del Camp;Viviendas turísticas;2024M11;5;43036;Cabra del Camp;2024;11
09 Cataluña;Tarragona;43036 Cabra del Camp;Viviendas turísticas;2024M08;5;43036;Cabra del Camp;2024;08
09 Cataluña;Tarragona;43036 Cabra del Camp;Viviendas turísticas;2024M02;4;43036;Cabra del Camp;2024;02
09 Cataluña;Tarragona;43036 Cabra del Camp;Viviendas turísticas;2023M08;3;43036;Cabra del Camp;2023;08
09 Cataluña;Tarragona;43036 Cabra del Camp;Viviendas turísticas;2023M02;2;43036;Cabra del Camp;2023;02
09 Cataluña;Tarragona;43036 Cabra del Camp;Viviendas turísticas;2022M08;0;43036;Cabra del Camp;2022;08
09 Cataluña;Tarragona;43036 Cabra del Camp;Viviendas turísticas;2022M02;2;43036;Cabra del Camp;2022;02
09 Cataluña;Tarragona;43036 Cabra del Camp;Viviendas turísticas;2021M08;2;43036;Cabra del Camp;2021;08
09 Cataluña;Tarragona;43036 Cabra del Camp;Viviendas turísticas;2021M02;3;43036;Cabra del Camp;2021;02
09 Cataluña;Tarragona;43036 Cabra del Camp;Viviendas turísticas;2020M08;2;43036;Cabra del Camp;2020;08
09 Cataluña;Tarragona;43036 Cabra del Camp;Plazas;2024M11;40;43036;Cabra del Camp;2024;11
09 Cataluña;Tarragona;43036 Cabra del Camp;Plazas;2024M08;40;43036;Cabra del Camp;2024;08
09 Cataluña;Tarragona;43036 Cabra del Camp;Plazas;2024M02;24;43036;Cabra del Camp;2024;02
09 Cataluña;Tarragona;43036 Cabra del Camp;Plazas;2023M08;18;43036;Cabra del Camp;2023;08
09 Cataluña;Tarragona;43036 Cabra del Camp;Plazas;2023M02;16;43036;Cabra del Camp;2023;02
09 Cataluña;Tarragona;43036 Cabra del Camp;Plazas;2022M08;0;43036;Cabra del Camp;2022;08
09 Cataluña;Tarragona;43036 Cabra del Camp;Plazas;2022M02;13;43036;Cabra del Camp;2022;02
09 Cataluña;Tarragona;43036 Cabra del Camp;Plazas;2021M08;12;43036;Cabra del Camp;2021;08
09 Cataluña;Tarragona;43036 Cabra del Camp;Plazas;2021M02;22;43036;Cabra del Camp;2021;02
09 Cataluña;Tarragona;43036 Cabra del Camp;Plazas;2020M08;20;43036;Cabra del Camp;2020;08
09 Cataluña;Tarragona;43036 Cabra del Camp;Plazas por vivienda turística;2024M11;8;43036;Cabra del Camp;2024;11
09 Cataluña;Tarragona;43036 Cabra del Camp;Plazas por vivienda turística;2024M08;8;43036;Cabra del Camp;2024;08
09 Cataluña;Tarragona;43036 Cabra del Camp;Plazas por vivienda turística;2024M02;6;43036;Cabra del Camp;2024;02
09 Cataluña;Tarragona;43036 Cabra del Camp;Plazas por vivienda turística;2023M08;6;43036;Cabra del Camp;2023;08
09 Cataluña;Tarragona;43036 Cabra del Camp;Plazas por vivienda turística;2023M02;8;43036;Cabra del Camp;2023;02
09 Cataluña;Tarragona;43036 Cabra del Camp;Plazas por vivienda turística;2022M08;;43036;Cabra del Camp;2022;08
09 Cataluña;Tarragona;43036 Cabra del Camp;Plazas por vivienda turística;2022M02;6,5;43036;Cabra del Camp;2022;02
09 Cataluña;Tarragona;43036 Cabra del Camp;Plazas por vivienda turística;2021M08;6;43036;Cabra del Camp;2021;08
09 Cataluña;Tarragona;43036 Cabra del Camp;Plazas por vivienda turística;2021M02;7,33;43036;Cabra del Camp;2021;02
09 Cataluña;Tarragona;43036 Cabra del Camp;Plazas por vivienda turística;2020M08;10;43036;Cabra del Camp;2020;08
09 Cataluña;Tarragona;43037 Calafell;Viviendas turísticas;2024M11;537;43037;Calafell;2024;11
09 Cataluña;Tarragona;43037 Calafell;Viviendas turísticas;2024M08;634;43037;Calafell;2024;08
09 Cataluña;Tarragona;43037 Calafell;Viviendas turísticas;2024M02;584;43037;Calafell;2024;02
09 Cataluña;Tarragona;43037 Calafell;Viviendas turísticas;2023M08;608;43037;Calafell;2023;08
09 Cataluña;Tarragona;43037 Calafell;Viviendas turísticas;2023M02;463;43037;Calafell;2023;02
09 Cataluña;Tarragona;43037 Calafell;Viviendas turísticas;2022M08;531;43037;Calafell;2022;08
09 Cataluña;Tarragona;43037 Calafell;Viviendas turísticas;2022M02;459;43037;Calafell;2022;02
09 Cataluña;Tarragona;43037 Calafell;Viviendas turísticas;2021M08;566;43037;Calafell;2021;08
09 Cataluña;Tarragona;43037 Calafell;Viviendas turísticas;2021M02;528;43037;Calafell;2021;02
09 Cataluña;Tarragona;43037 Calafell;Viviendas turísticas;2020M08;639;43037;Calafell;2020;08
09 Cataluña;Tarragona;43037 Calafell;Plazas;2024M11;3.112;43037;Calafell;2024;11
09 Cataluña;Tarragona;43037 Calafell;Plazas;2024M08;3.635;43037;Calafell;2024;08
09 Cataluña;Tarragona;43037 Calafell;Plazas;2024M02;3.299;43037;Calafell;2024;02
09 Cataluña;Tarragona;43037 Calafell;Plazas;2023M08;3.479;43037;Calafell;2023;08
09 Cataluña;Tarragona;43037 Calafell;Plazas;2023M02;2.633;43037;Calafell;2023;02
09 Cataluña;Tarragona;43037 Calafell;Plazas;2022M08;3.070;43037;Calafell;2022;08
09 Cataluña;Tarragona;43037 Calafell;Plazas;2022M02;2.680;43037;Calafell;2022;02
09 Cataluña;Tarragona;43037 Calafell;Plazas;2021M08;3.446;43037;Calafell;2021;08
09 Cataluña;Tarragona;43037 Calafell;Plazas;2021M02;3.195;43037;Calafell;2021;02
09 Cataluña;Tarragona;43037 Calafell;Plazas;2020M08;3.861;43037;Calafell;2020;08
09 Cataluña;Tarragona;43037 Calafell;Plazas por vivienda turística;2024M11;5,8;43037;Calafell;2024;11
09 Cataluña;Tarragona;43037 Calafell;Plazas por vivienda turística;2024M08;5,73;43037;Calafell;2024;08
09 Cataluña;Tarragona;43037 Calafell;Plazas por vivienda turística;2024M02;5,65;43037;Calafell;2024;02
09 Cataluña;Tarragona;43037 Calafell;Plazas por vivienda turística;2023M08;5,72;43037;Calafell;2023;08
09 Cataluña;Tarragona;43037 Calafell;Plazas por vivienda turística;2023M02;5,69;43037;Calafell;2023;02
09 Cataluña;Tarragona;43037 Calafell;Plazas por vivienda turística;2022M08;5,78;43037;Calafell;2022;08
09 Cataluña;Tarragona;43037 Calafell;Plazas por vivienda turística;2022M02;5,84;43037;Calafell;2022;02
09 Cataluña;Tarragona;43037 Calafell;Plazas por vivienda turística;2021M08;6,09;43037;Calafell;2021;08
09 Cataluña;Tarragona;43037 Calafell;Plazas por vivienda turística;2021M02;6,05;43037;Calafell;2021;02
09 Cataluña;Tarragona;43037 Calafell;Plazas por vivienda turística;2020M08;6,04;43037;Calafell;2020;08
09 Cataluña;Tarragona;43903 Camarles;Viviendas turísticas;2024M11;58;43903;Camarles;2024;11
09 Cataluña;Tarragona;43903 Camarles;Viviendas turísticas;2024M08;63;43903;Camarles;2024;08
09 Cataluña;Tarragona;43903 Camarles;Viviendas turísticas;2024M02;59;43903;Camarles;2024;02
09 Cataluña;Tarragona;43903 Camarles;Viviendas turísticas;2023M08;63;43903;Camarles;2023;08
09 Cataluña;Tarragona;43903 Camarles;Viviendas turísticas;2023M02;51;43903;Camarles;2023;02
09 Cataluña;Tarragona;43903 Camarles;Viviendas turísticas;2022M08;52;43903;Camarles;2022;08
09 Cataluña;Tarragona;43903 Camarles;Viviendas turísticas;2022M02;32;43903;Camarles;2022;02
09 Cataluña;Tarragona;43903 Camarles;Viviendas turísticas;2021M08;32;43903;Camarles;2021;08
09 Cataluña;Tarragona;43903 Camarles;Viviendas turísticas;2021M02;31;43903;Camarles;2021;02
09 Cataluña;Tarragona;43903 Camarles;Viviendas turísticas;2020M08;36;43903;Camarles;2020;08
09 Cataluña;Tarragona;43903 Camarles;Plazas;2024M11;389;43903;Camarles;2024;11
09 Cataluña;Tarragona;43903 Camarles;Plazas;2024M08;439;43903;Camarles;2024;08
09 Cataluña;Tarragona;43903 Camarles;Plazas;2024M02;421;43903;Camarles;2024;02
09 Cataluña;Tarragona;43903 Camarles;Plazas;2023M08;447;43903;Camarles;2023;08
09 Cataluña;Tarragona;43903 Camarles;Plazas;2023M02;348;43903;Camarles;2023;02
09 Cataluña;Tarragona;43903 Camarles;Plazas;2022M08;348;43903;Camarles;2022;08
09 Cataluña;Tarragona;43903 Camarles;Plazas;2022M02;216;43903;Camarles;2022;02
09 Cataluña;Tarragona;43903 Camarles;Plazas;2021M08;203;43903;Camarles;2021;08
09 Cataluña;Tarragona;43903 Camarles;Plazas;2021M02;218;43903;Camarles;2021;02
09 Cataluña;Tarragona;43903 Camarles;Plazas;2020M08;238;43903;Camarles;2020;08
09 Cataluña;Tarragona;43903 Camarles;Plazas por vivienda turística;2024M11;6,71;43903;Camarles;2024;11
09 Cataluña;Tarragona;43903 Camarles;Plazas por vivienda turística;2024M08;6,97;43903;Camarles;2024;08
09 Cataluña;Tarragona;43903 Camarles;Plazas por vivienda turística;2024M02;7,14;43903;Camarles;2024;02
09 Cataluña;Tarragona;43903 Camarles;Plazas por vivienda turística;2023M08;7,1;43903;Camarles;2023;08
09 Cataluña;Tarragona;43903 Camarles;Plazas por vivienda turística;2023M02;6,82;43903;Camarles;2023;02
09 Cataluña;Tarragona;43903 Camarles;Plazas por vivienda turística;2022M08;6,69;43903;Camarles;2022;08
09 Cataluña;Tarragona;43903 Camarles;Plazas por vivienda turística;2022M02;6,75;43903;Camarles;2022;02
09 Cataluña;Tarragona;43903 Camarles;Plazas por vivienda turística;2021M08;6,34;43903;Camarles;2021;08
09 Cataluña;Tarragona;43903 Camarles;Plazas por vivienda turística;2021M02;7,03;43903;Camarles;2021;02
09 Cataluña;Tarragona;43903 Camarles;Plazas por vivienda turística;2020M08;6,61;43903;Camarles;2020;08
09 Cataluña;Tarragona;43038 Cambrils;Viviendas turísticas;2024M11;1.196;43038;Cambrils;2024;11
09 Cataluña;Tarragona;43038 Cambrils;Viviendas turísticas;2024M08;1.440;43038;Cambrils;2024;08
09 Cataluña;Tarragona;43038 Cambrils;Viviendas turísticas;2024M02;1.352;43038;Cambrils;2024;02
09 Cataluña;Tarragona;43038 Cambrils;Viviendas turísticas;2023M08;1.431;43038;Cambrils;2023;08
09 Cataluña;Tarragona;43038 Cambrils;Viviendas turísticas;2023M02;1.116;43038;Cambrils;2023;02
09 Cataluña;Tarragona;43038 Cambrils;Viviendas turísticas;2022M08;1.338;43038;Cambrils;2022;08
09 Cataluña;Tarragona;43038 Cambrils;Viviendas turísticas;2022M02;1.155;43038;Cambrils;2022;02
09 Cataluña;Tarragona;43038 Cambrils;Viviendas turísticas;2021M08;1.336;43038;Cambrils;2021;08
09 Cataluña;Tarragona;43038 Cambrils;Viviendas turísticas;2021M02;1.191;43038;Cambrils;2021;02
09 Cataluña;Tarragona;43038 Cambrils;Viviendas turísticas;2020M08;1.484;43038;Cambrils;2020;08
09 Cataluña;Tarragona;43038 Cambrils;Plazas;2024M11;6.924;43038;Cambrils;2024;11
09 Cataluña;Tarragona;43038 Cambrils;Plazas;2024M08;8.233;43038;Cambrils;2024;08
09 Cataluña;Tarragona;43038 Cambrils;Plazas;2024M02;7.657;43038;Cambrils;2024;02
09 Cataluña;Tarragona;43038 Cambrils;Plazas;2023M08;8.198;43038;Cambrils;2023;08
09 Cataluña;Tarragona;43038 Cambrils;Plazas;2023M02;6.449;43038;Cambrils;2023;02
09 Cataluña;Tarragona;43038 Cambrils;Plazas;2022M08;7.694;43038;Cambrils;2022;08
09 Cataluña;Tarragona;43038 Cambrils;Plazas;2022M02;6.733;43038;Cambrils;2022;02
09 Cataluña;Tarragona;43038 Cambrils;Plazas;2021M08;7.711;43038;Cambrils;2021;08
09 Cataluña;Tarragona;43038 Cambrils;Plazas;2021M02;6.889;43038;Cambrils;2021;02
09 Cataluña;Tarragona;43038 Cambrils;Plazas;2020M08;8.507;43038;Cambrils;2020;08
09 Cataluña;Tarragona;43038 Cambrils;Plazas por vivienda turística;2024M11;5,79;43038;Cambrils;2024;11
09 Cataluña;Tarragona;43038 Cambrils;Plazas por vivienda turística;2024M08;5,72;43038;Cambrils;2024;08
09 Cataluña;Tarragona;43038 Cambrils;Plazas por vivienda turística;2024M02;5,66;43038;Cambrils;2024;02
09 Cataluña;Tarragona;43038 Cambrils;Plazas por vivienda turística;2023M08;5,73;43038;Cambrils;2023;08
09 Cataluña;Tarragona;43038 Cambrils;Plazas por vivienda turística;2023M02;5,78;43038;Cambrils;2023;02
09 Cataluña;Tarragona;43038 Cambrils;Plazas por vivienda turística;2022M08;5,75;43038;Cambrils;2022;08
09 Cataluña;Tarragona;43038 Cambrils;Plazas por vivienda turística;2022M02;5,83;43038;Cambrils;2022;02
09 Cataluña;Tarragona;43038 Cambrils;Plazas por vivienda turística;2021M08;5,77;43038;Cambrils;2021;08
09 Cataluña;Tarragona;43038 Cambrils;Plazas por vivienda turística;2021M02;5,78;43038;Cambrils;2021;02
09 Cataluña;Tarragona;43038 Cambrils;Plazas por vivienda turística;2020M08;5,73;43038;Cambrils;2020;08
09 Cataluña;Tarragona;43907 Canonja;Viviendas turísticas;2024M11;0;43907;Canonja;2024;11
09 Cataluña;Tarragona;43907 Canonja;Viviendas turísticas;2024M08;0;43907;Canonja;2024;08
09 Cataluña;Tarragona;43907 Canonja;Viviendas turísticas;2024M02;0;43907;Canonja;2024;02
09 Cataluña;Tarragona;43907 Canonja;Viviendas turísticas;2023M08;3;43907;Canonja;2023;08
09 Cataluña;Tarragona;43907 Canonja;Viviendas turísticas;2023M02;2;43907;Canonja;2023;02
09 Cataluña;Tarragona;43907 Canonja;Viviendas turísticas;2022M08;3;43907;Canonja;2022;08
09 Cataluña;Tarragona;43907 Canonja;Viviendas turísticas;2022M02;1;43907;Canonja;2022;02
09 Cataluña;Tarragona;43907 Canonja;Viviendas turísticas;2021M08;3;43907;Canonja;2021;08
09 Cataluña;Tarragona;43907 Canonja;Viviendas turísticas;2021M02;3;43907;Canonja;2021;02
09 Cataluña;Tarragona;43907 Canonja;Viviendas turísticas;2020M08;2;43907;Canonja;2020;08
09 Cataluña;Tarragona;43907 Canonja;Plazas;2024M11;0;43907;Canonja;2024;11
09 Cataluña;Tarragona;43907 Canonja;Plazas;2024M08;0;43907;Canonja;2024;08
09 Cataluña;Tarragona;43907 Canonja;Plazas;2024M02;0;43907;Canonja;2024;02
09 Cataluña;Tarragona;43907 Canonja;Plazas;2023M08;10;43907;Canonja;2023;08
09 Cataluña;Tarragona;43907 Canonja;Plazas;2023M02;4;43907;Canonja;2023;02
09 Cataluña;Tarragona;43907 Canonja;Plazas;2022M08;6;43907;Canonja;2022;08
09 Cataluña;Tarragona;43907 Canonja;Plazas;2022M02;2;43907;Canonja;2022;02
09 Cataluña;Tarragona;43907 Canonja;Plazas;2021M08;9;43907;Canonja;2021;08
09 Cataluña;Tarragona;43907 Canonja;Plazas;2021M02;4;43907;Canonja;2021;02
09 Cataluña;Tarragona;43907 Canonja;Plazas;2020M08;3;43907;Canonja;2020;08
09 Cataluña;Tarragona;43907 Canonja;Plazas por vivienda turística;2024M11;..;43907;Canonja;2024;11
09 Cataluña;Tarragona;43907 Canonja;Plazas por vivienda turística;2024M08;..;43907;Canonja;2024;08
09 Cataluña;Tarragona;43907 Canonja;Plazas por vivienda turística;2024M02;..;43907;Canonja;2024;02
09 Cataluña;Tarragona;43907 Canonja;Plazas por vivienda turística;2023M08;3,33;43907;Canonja;2023;08
09 Cataluña;Tarragona;43907 Canonja;Plazas por vivienda turística;2023M02;2;43907;Canonja;2023;02
09 Cataluña;Tarragona;43907 Canonja;Plazas por vivienda turística;2022M08;2;43907;Canonja;2022;08
09 Cataluña;Tarragona;43907 Canonja;Plazas por vivienda turística;2022M02;2;43907;Canonja;2022;02
09 Cataluña;Tarragona;43907 Canonja;Plazas por vivienda turística;2021M08;3;43907;Canonja;2021;08
09 Cataluña;Tarragona;43907 Canonja;Plazas por vivienda turística;2021M02;1,33;43907;Canonja;2021;02
09 Cataluña;Tarragona;43907 Canonja;Plazas por vivienda turística;2020M08;1,5;43907;Canonja;2020;08
09 Cataluña;Tarragona;43039 Capafonts;Viviendas turísticas;2024M11;5;43039;Capafonts;2024;11
09 Cataluña;Tarragona;43039 Capafonts;Viviendas turísticas;2024M08;5;43039;Capafonts;2024;08
09 Cataluña;Tarragona;43039 Capafonts;Viviendas turísticas;2024M02;6;43039;Capafonts;2024;02
09 Cataluña;Tarragona;43039 Capafonts;Viviendas turísticas;2023M08;5;43039;Capafonts;2023;08
09 Cataluña;Tarragona;43039 Capafonts;Viviendas turísticas;2023M02;6;43039;Capafonts;2023;02
09 Cataluña;Tarragona;43039 Capafonts;Viviendas turísticas;2022M08;6;43039;Capafonts;2022;08
09 Cataluña;Tarragona;43039 Capafonts;Viviendas turísticas;2022M02;6;43039;Capafonts;2022;02
09 Cataluña;Tarragona;43039 Capafonts;Viviendas turísticas;2021M08;5;43039;Capafonts;2021;08
09 Cataluña;Tarragona;43039 Capafonts;Viviendas turísticas;2021M02;3;43039;Capafonts;2021;02
09 Cataluña;Tarragona;43039 Capafonts;Viviendas turísticas;2020M08;4;43039;Capafonts;2020;08
09 Cataluña;Tarragona;43039 Capafonts;Plazas;2024M11;28;43039;Capafonts;2024;11
09 Cataluña;Tarragona;43039 Capafonts;Plazas;2024M08;28;43039;Capafonts;2024;08
09 Cataluña;Tarragona;43039 Capafonts;Plazas;2024M02;34;43039;Capafonts;2024;02
09 Cataluña;Tarragona;43039 Capafonts;Plazas;2023M08;24;43039;Capafonts;2023;08
09 Cataluña;Tarragona;43039 Capafonts;Plazas;2023M02;32;43039;Capafonts;2023;02
09 Cataluña;Tarragona;43039 Capafonts;Plazas;2022M08;32;43039;Capafonts;2022;08
09 Cataluña;Tarragona;43039 Capafonts;Plazas;2022M02;32;43039;Capafonts;2022;02
09 Cataluña;Tarragona;43039 Capafonts;Plazas;2021M08;26;43039;Capafonts;2021;08
09 Cataluña;Tarragona;43039 Capafonts;Plazas;2021M02;18;43039;Capafonts;2021;02
09 Cataluña;Tarragona;43039 Capafonts;Plazas;2020M08;24;43039;Capafonts;2020;08
09 Cataluña;Tarragona;43039 Capafonts;Plazas por vivienda turística;2024M11;5,6;43039;Capafonts;2024;11
09 Cataluña;Tarragona;43039 Capafonts;Plazas por vivienda turística;2024M08;5,6;43039;Capafonts;2024;08
09 Cataluña;Tarragona;43039 Capafonts;Plazas por vivienda turística;2024M02;5,67;43039;Capafonts;2024;02
09 Cataluña;Tarragona;43039 Capafonts;Plazas por vivienda turística;2023M08;4,8;43039;Capafonts;2023;08
09 Cataluña;Tarragona;43039 Capafonts;Plazas por vivienda turística;2023M02;5,33;43039;Capafonts;2023;02
09 Cataluña;Tarragona;43039 Capafonts;Plazas por vivienda turística;2022M08;5,33;43039;Capafonts;2022;08
09 Cataluña;Tarragona;43039 Capafonts;Plazas por vivienda turística;2022M02;5,33;43039;Capafonts;2022;02
09 Cataluña;Tarragona;43039 Capafonts;Plazas por vivienda turística;2021M08;5,2;43039;Capafonts;2021;08
09 Cataluña;Tarragona;43039 Capafonts;Plazas por vivienda turística;2021M02;6;43039;Capafonts;2021;02
09 Cataluña;Tarragona;43039 Capafonts;Plazas por vivienda turística;2020M08;6;43039;Capafonts;2020;08
09 Cataluña;Tarragona;43040 Capçanes;Viviendas turísticas;2024M11;3;43040;Capçanes;2024;11
09 Cataluña;Tarragona;43040 Capçanes;Viviendas turísticas;2024M08;3;43040;Capçanes;2024;08
09 Cataluña;Tarragona;43040 Capçanes;Viviendas turísticas;2024M02;1;43040;Capçanes;2024;02
09 Cataluña;Tarragona;43040 Capçanes;Viviendas turísticas;2023M08;1;43040;Capçanes;2023;08
09 Cataluña;Tarragona;43040 Capçanes;Viviendas turísticas;2023M02;1;43040;Capçanes;2023;02
09 Cataluña;Tarragona;43040 Capçanes;Viviendas turísticas;2022M08;2;43040;Capçanes;2022;08
09 Cataluña;Tarragona;43040 Capçanes;Viviendas turísticas;2022M02;3;43040;Capçanes;2022;02
09 Cataluña;Tarragona;43040 Capçanes;Viviendas turísticas;2021M08;3;43040;Capçanes;2021;08
09 Cataluña;Tarragona;43040 Capçanes;Viviendas turísticas;2021M02;4;43040;Capçanes;2021;02
09 Cataluña;Tarragona;43040 Capçanes;Viviendas turísticas;2020M08;4;43040;Capçanes;2020;08
09 Cataluña;Tarragona;43040 Capçanes;Plazas;2024M11;12;43040;Capçanes;2024;11
09 Cataluña;Tarragona;43040 Capçanes;Plazas;2024M08;12;43040;Capçanes;2024;08
09 Cataluña;Tarragona;43040 Capçanes;Plazas;2024M02;6;43040;Capçanes;2024;02
09 Cataluña;Tarragona;43040 Capçanes;Plazas;2023M08;6;43040;Capçanes;2023;08
09 Cataluña;Tarragona;43040 Capçanes;Plazas;2023M02;6;43040;Capçanes;2023;02
09 Cataluña;Tarragona;43040 Capçanes;Plazas;2022M08;10;43040;Capçanes;2022;08
09 Cataluña;Tarragona;43040 Capçanes;Plazas;2022M02;18;43040;Capçanes;2022;02
09 Cataluña;Tarragona;43040 Capçanes;Plazas;2021M08;18;43040;Capçanes;2021;08
09 Cataluña;Tarragona;43040 Capçanes;Plazas;2021M02;23;43040;Capçanes;2021;02
09 Cataluña;Tarragona;43040 Capçanes;Plazas;2020M08;23;43040;Capçanes;2020;08
09 Cataluña;Tarragona;43040 Capçanes;Plazas por vivienda turística;2024M11;4;43040;Capçanes;2024;11
09 Cataluña;Tarragona;43040 Capçanes;Plazas por vivienda turística;2024M08;4;43040;Capçanes;2024;08
09 Cataluña;Tarragona;43040 Capçanes;Plazas por vivienda turística;2024M02;6;43040;Capçanes;2024;02
09 Cataluña;Tarragona;43040 Capçanes;Plazas por vivienda turística;2023M08;6;43040;Capçanes;2023;08
09 Cataluña;Tarragona;43040 Capçanes;Plazas por vivienda turística;2023M02;6;43040;Capçanes;2023;02
09 Cataluña;Tarragona;43040 Capçanes;Plazas por vivienda turística;2022M08;5;43040;Capçanes;2022;08
09 Cataluña;Tarragona;43040 Capçanes;Plazas por vivienda turística;2022M02;6;43040;Capçanes;2022;02
09 Cataluña;Tarragona;43040 Capçanes;Plazas por vivienda turística;2021M08;6;43040;Capçanes;2021;08
09 Cataluña;Tarragona;43040 Capçanes;Plazas por vivienda turística;2021M02;5,75;43040;Capçanes;2021;02
09 Cataluña;Tarragona;43040 Capçanes;Plazas por vivienda turística;2020M08;5,75;43040;Capçanes;2020;08
09 Cataluña;Tarragona;43041 Caseres;Viviendas turísticas;2024M11;4;43041;Caseres;2024;11
09 Cataluña;Tarragona;43041 Caseres;Viviendas turísticas;2024M08;2;43041;Caseres;2024;08
09 Cataluña;Tarragona;43041 Caseres;Viviendas turísticas;2024M02;1;43041;Caseres;2024;02
09 Cataluña;Tarragona;43041 Caseres;Viviendas turísticas;2023M08;1;43041;Caseres;2023;08
09 Cataluña;Tarragona;43041 Caseres;Viviendas turísticas;2023M02;1;43041;Caseres;2023;02
09 Cataluña;Tarragona;43041 Caseres;Viviendas turísticas;2022M08;1;43041;Caseres;2022;08
