ambitTerritorial;nomTerritori;any;periode;habitatges;renda;tramPreus
Municipi;Altafulla;2024;abril-juny;34;791.6;> 600 euros/mes
Municipi;Amer;2024;abril-juny;8;698.12;> 600 euros/mes
Municipi;Ametlla de Mar;2024;abril-juny;16;513.44;> 450 i <= 600 euros/mes
Municipi;Ametlla del Vallès;2024;abril-juny;18;1125.0;> 600 euros/mes
Municipi;Ampolla;2024;abril-juny;24;546.27;> 450 i <= 600 euros/mes
Municipi;Amposta;2024;abril-juny;77;380.55;> 350 i <= 450 euros/mes
Municipi;Anglès;2024;abril-juny;17;616.86;> 600 euros/mes
Municipi;Arboç;2024;abril-juny;28;525.78;> 450 i <= 600 euros/mes
Municipi;Arbúcies;2024;abril-juny;45;523.21;> 450 i <= 600 euros/mes
Municipi;Arenys de Mar;2024;abril-juny;83;776.42;> 600 euros/mes
Municipi;Arenys de Munt;2024;abril-juny;32;751.68;> 600 euros/mes
Municipi;Argentona;2024;abril-juny;32;845.81;> 600 euros/mes
Municipi;Artés;2024;abril-juny;32;489.44;> 450 i <= 600 euros/mes
Municipi;Artesa de Segre;2024;abril-juny;14;369.29;> 350 i <= 450 euros/mes
Municipi;Avià;2024;abril-juny;10;532.5;> 450 i <= 600 euros/mes
Municipi;Avinyó;2024;abril-juny;7;589.29;> 450 i <= 600 euros/mes
Municipi;Badalona;2024;abril-juny;711;896.07;> 600 euros/mes
Municipi;Badia del Vallès;2024;abril-juny;6;420.96;> 350 i <= 450 euros/mes
Municipi;Bagà;2024;abril-juny;10;467.5;> 450 i <= 600 euros/mes
Municipi;Balaguer;2024;abril-juny;71;409.62;> 350 i <= 450 euros/mes
Municipi;Balenyà;2024;abril-juny;16;504.27;> 450 i <= 600 euros/mes
Municipi;Balsareny;2024;abril-juny;8;541.25;> 450 i <= 600 euros/mes
Municipi;Banyeres del Penedès;2024;abril-juny;9;652.78;> 600 euros/mes
Municipi;Banyoles;2024;abril-juny;84;663.6;> 600 euros/mes
Municipi;Barberà del Vallès;2024;abril-juny;93;795.3;> 600 euros/mes
Municipi;Barcelona;2024;abril-juny;7939;1131.75;> 600 euros/mes
Municipi;Begues;2024;abril-juny;24;1167.92;> 600 euros/mes
Municipi;Begur;2024;abril-juny;9;747.22;> 600 euros/mes
Municipi;Bellpuig;2024;abril-juny;18;410.46;> 350 i <= 450 euros/mes
Municipi;Bellver de Cerdanya;2024;abril-juny;13;679.96;> 600 euros/mes
Municipi;Berga;2024;abril-juny;70;476.63;> 450 i <= 600 euros/mes
Municipi;Besalú;2024;abril-juny;7;466.43;> 450 i <= 600 euros/mes
Municipi;Bescanó;2024;abril-juny;7;828.57;> 600 euros/mes
Municipi;Bigues i Riells del Fai;2024;abril-juny;16;755.01;> 600 euros/mes
Municipi;Bisbal d'Empordà;2024;abril-juny;46;492.91;> 450 i <= 600 euros/mes
Municipi;Blanes;2024;abril-juny;140;571.22;> 450 i <= 600 euros/mes
Municipi;Bordils;2024;abril-juny;6;625.0;> 600 euros/mes
Municipi;Borges Blanques;2024;abril-juny;28;436.11;> 350 i <= 450 euros/mes
Municipi;Borges del Camp;2024;abril-juny;8;561.41;> 450 i <= 600 euros/mes
Municipi;Breda;2024;abril-juny;25;631.44;> 600 euros/mes
Municipi;Bruc;2024;abril-juny;10;677.5;> 600 euros/mes
Municipi;Cabrera de Mar;2024;abril-juny;22;1092.59;> 600 euros/mes
Municipi;Cabrils;2024;abril-juny;17;1606.38;> 600 euros/mes
Municipi;Cadaqués;2024;abril-juny;12;928.0;> 600 euros/mes
Municipi;Calaf;2024;abril-juny;9;519.15;> 450 i <= 600 euros/mes
Municipi;Calafell;2024;abril-juny;144;737.65;> 600 euros/mes
Municipi;Caldes de Malavella;2024;abril-juny;23;866.41;> 600 euros/mes
Municipi;Caldes de Montbui;2024;abril-juny;59;815.51;> 600 euros/mes
Municipi;Caldes d'Estrac;2024;abril-juny;14;1057.29;> 600 euros/mes
Municipi;Calella;2024;abril-juny;97;619.47;> 600 euros/mes
Municipi;Calldetenes;2024;abril-juny;13;662.01;> 600 euros/mes
Municipi;Callús;2024;abril-juny;21;330.54;<= 350 euros/mes
Municipi;Calonge i Sant Antoni;2024;abril-juny;49;756.74;> 600 euros/mes
Municipi;Camarles;2024;abril-juny;12;455.83;> 450 i <= 600 euros/mes
Municipi;Cambrils;2024;abril-juny;132;677.46;> 600 euros/mes
Municipi;Campdevànol;2024;abril-juny;8;515.0;> 450 i <= 600 euros/mes
Municipi;Camprodon;2024;abril-juny;6;656.67;> 600 euros/mes
Municipi;Canet de Mar;2024;abril-juny;50;712.42;> 600 euros/mes
Municipi;Canonja;2024;abril-juny;15;545.53;> 450 i <= 600 euros/mes
Municipi;Canovelles;2024;abril-juny;43;643.56;> 600 euros/mes
Municipi;Cànoves i Samalús;2024;abril-juny;8;857.44;> 600 euros/mes
Municipi;Canyelles;2024;abril-juny;6;759.65;> 600 euros/mes
Municipi;Capellades;2024;abril-juny;26;536.49;> 450 i <= 600 euros/mes
Municipi;Cardedeu;2024;abril-juny;71;753.07;> 600 euros/mes
Municipi;Cardona;2024;abril-juny;25;352.72;> 350 i <= 450 euros/mes
Municipi;Carme;2024;abril-juny;8;358.75;> 350 i <= 450 euros/mes
Municipi;Cassà de la Selva;2024;abril-juny;40;699.08;> 600 euros/mes
Municipi;Casserres;2024;abril-juny;15;394.51;> 350 i <= 450 euros/mes
Municipi;Castell d'Aro;2024;abril-juny;41;902.32;> 600 euros/mes
Municipi;Castellar del Vallès;2024;abril-juny;37;729.58;> 600 euros/mes
Municipi;Castellbell i el Vilar;2024;abril-juny;10;500.58;> 450 i <= 600 euros/mes
Municipi;Castellbisbal;2024;abril-juny;40;750.84;> 600 euros/mes
Municipi;Castelldefels;2024;abril-juny;198;1138.78;> 600 euros/mes
Municipi;Castellgalí;2024;abril-juny;6;595.0;> 450 i <= 600 euros/mes
Municipi;Castelló d'Empúries;2024;abril-juny;45;572.79;> 450 i <= 600 euros/mes
Municipi;Castellterçol;2024;abril-juny;23;702.83;> 600 euros/mes
Municipi;Castellví de la Marca;2024;abril-juny;6;558.17;> 450 i <= 600 euros/mes
Municipi;Catllar;2024;abril-juny;6;1033.33;> 600 euros/mes
Municipi;Cellera de Ter;2024;abril-juny;8;658.75;> 600 euros/mes
Municipi;Celrà;2024;abril-juny;18;698.9;> 600 euros/mes
Municipi;Centelles;2024;abril-juny;35;688.73;> 600 euros/mes
Municipi;Cercs;2024;abril-juny;7;411.43;> 350 i <= 450 euros/mes
Municipi;Cerdanyola del Vallès;2024;abril-juny;136;816.72;> 600 euros/mes
Municipi;Cervelló;2024;abril-juny;13;861.55;> 600 euros/mes
Municipi;Cervera;2024;abril-juny;38;372.37;> 350 i <= 450 euros/mes
Municipi;Collbató;2024;abril-juny;7;854.4;> 600 euros/mes
Municipi;Constantí;2024;abril-juny;24;414.24;> 350 i <= 450 euros/mes
Municipi;Corbera de Llobregat;2024;abril-juny;41;785.19;> 600 euros/mes
Municipi;Cornellà de Llobregat;2024;abril-juny;359;693.75;> 600 euros/mes
Municipi;Cornellà del Terri;2024;abril-juny;9;802.22;> 600 euros/mes
Municipi;Creixell;2024;abril-juny;25;643.98;> 600 euros/mes
Municipi;Cubelles;2024;abril-juny;68;761.8;> 600 euros/mes
Municipi;Cunit;2024;abril-juny;55;677.32;> 600 euros/mes
Municipi;Deltebre;2024;abril-juny;55;420.02;> 350 i <= 450 euros/mes
Municipi;Dosrius;2024;abril-juny;12;803.12;> 600 euros/mes
Municipi;Escala;2024;abril-juny;34;696.03;> 600 euros/mes
Municipi;Esparreguera;2024;abril-juny;66;689.87;> 600 euros/mes
Municipi;Espluga de Francolí;2024;abril-juny;12;482.5;> 450 i <= 600 euros/mes
Municipi;Esplugues de Llobregat;2024;abril-juny;144;1085.23;> 600 euros/mes
Municipi;Esquirol;2024;abril-juny;7;491.43;> 450 i <= 600 euros/mes
Municipi;Figueres;2024;abril-juny;242;545.9;> 450 i <= 600 euros/mes
Municipi;Flix;2024;abril-juny;14;350.85;> 350 i <= 450 euros/mes
Municipi;Folgueroles;2024;abril-juny;10;755.0;> 600 euros/mes
Municipi;Forallac;2024;abril-juny;7;778.57;> 600 euros/mes
Municipi;Franqueses del Vallès;2024;abril-juny;88;684.47;> 600 euros/mes
Municipi;Gandesa;2024;abril-juny;6;380.0;> 350 i <= 450 euros/mes
Municipi;Garriga;2024;abril-juny;86;883.74;> 600 euros/mes
Municipi;Gavà;2024;abril-juny;131;991.94;> 600 euros/mes
Municipi;Gelida;2024;abril-juny;46;674.64;> 600 euros/mes
Municipi;Girona;2024;abril-juny;548;781.38;> 600 euros/mes
Municipi;Gironella;2024;abril-juny;15;450.0;> 350 i <= 450 euros/mes
Municipi;Granada;2024;abril-juny;6;520.6;> 450 i <= 600 euros/mes
Municipi;Granollers;2024;abril-juny;260;755.94;> 600 euros/mes
Municipi;Gualba;2024;abril-juny;7;691.43;> 600 euros/mes
Municipi;Guissona;2024;abril-juny;29;434.73;> 350 i <= 450 euros/mes
Municipi;Hospitalet de Llobregat;2024;abril-juny;1059;814.83;> 600 euros/mes
Municipi;Hostalets de Pierola;2024;abril-juny;15;628.87;> 600 euros/mes
Municipi;Hostalric;2024;abril-juny;12;700.42;> 600 euros/mes
Municipi;Igualada;2024;abril-juny;188;537.09;> 450 i <= 600 euros/mes
Municipi;Jonquera;2024;abril-juny;24;523.5;> 450 i <= 600 euros/mes
Municipi;Juneda;2024;abril-juny;7;484.29;> 450 i <= 600 euros/mes
Municipi;Les;2024;abril-juny;6;381.67;> 350 i <= 450 euros/mes
Municipi;Linyola;2024;abril-juny;11;395.91;> 350 i <= 450 euros/mes
Municipi;Llacuna;2024;abril-juny;9;435.56;> 350 i <= 450 euros/mes
Municipi;Llagosta;2024;abril-juny;43;707.85;> 600 euros/mes
Municipi;Llagostera;2024;abril-juny;24;619.91;> 600 euros/mes
Municipi;Llançà;2024;abril-juny;27;562.3;> 450 i <= 600 euros/mes
Municipi;Lleida;2024;abril-juny;477;549.24;> 450 i <= 600 euros/mes
Municipi;Lliçà d'Amunt;2024;abril-juny;19;915.98;> 600 euros/mes
Municipi;Lliçà de Vall;2024;abril-juny;9;791.4;> 600 euros/mes
Municipi;Llinars del Vallès;2024;abril-juny;48;751.87;> 600 euros/mes
Municipi;Lloret de Mar;2024;abril-juny;161;618.67;> 600 euros/mes
Municipi;Maçanet de la Selva;2024;abril-juny;19;603.71;> 600 euros/mes
Municipi;Malgrat de Mar;2024;abril-juny;53;628.11;> 600 euros/mes
Municipi;Manlleu;2024;abril-juny;58;532.63;> 450 i <= 600 euros/mes
Municipi;Manresa;2024;abril-juny;363;538.08;> 450 i <= 600 euros/mes
Municipi;Martorell;2024;abril-juny;138;673.68;> 600 euros/mes
Municipi;Martorelles;2024;abril-juny;10;681.13;> 600 euros/mes
Municipi;Masnou;2024;abril-juny;110;956.88;> 600 euros/mes
Municipi;Masquefa;2024;abril-juny;23;714.5;> 600 euros/mes
Municipi;Matadepera;2024;abril-juny;17;1171.85;> 600 euros/mes
Municipi;Mataró;2024;abril-juny;460;692.59;> 600 euros/mes
Municipi;Mediona;2024;abril-juny;8;417.64;> 350 i <= 450 euros/mes
Municipi;Moià;2024;abril-juny;34;570.03;> 450 i <= 600 euros/mes
Municipi;Molins de Rei;2024;abril-juny;82;856.87;> 600 euros/mes
Municipi;Mollerussa;2024;abril-juny;74;493.05;> 450 i <= 600 euros/mes
Municipi;Mollet del Vallès;2024;abril-juny;177;732.09;> 600 euros/mes
Municipi;Monistrol de Montserrat;2024;abril-juny;17;577.72;> 450 i <= 600 euros/mes
Municipi;Montblanc;2024;abril-juny;19;439.76;> 350 i <= 450 euros/mes
Municipi;Montbrió del Camp;2024;abril-juny;12;546.25;> 450 i <= 600 euros/mes
Municipi;Montcada i Reixac;2024;abril-juny;104;691.78;> 600 euros/mes
Municipi;Montesquiu;2024;abril-juny;7;397.14;> 350 i <= 450 euros/mes
Municipi;Montgat;2024;abril-juny;42;981.86;> 600 euros/mes
Municipi;Montmell;2024;abril-juny;7;666.43;> 600 euros/mes
Municipi;Montmeló;2024;abril-juny;26;695.2;> 600 euros/mes
Municipi;Montornès del Vallès;2024;abril-juny;43;637.34;> 600 euros/mes
Municipi;Mont-roig del Camp;2024;abril-juny;48;570.39;> 450 i <= 600 euros/mes
Municipi;Móra d'Ebre;2024;abril-juny;17;424.71;> 350 i <= 450 euros/mes
Municipi;Móra la Nova;2024;abril-juny;6;412.5;> 350 i <= 450 euros/mes
Municipi;Morell;2024;abril-juny;12;603.75;> 600 euros/mes
Municipi;Navarcles;2024;abril-juny;14;500.59;> 450 i <= 600 euros/mes
Municipi;Navàs;2024;abril-juny;25;456.4;> 450 i <= 600 euros/mes
Municipi;Òdena;2024;abril-juny;13;617.63;> 600 euros/mes
Municipi;Olesa de Montserrat;2024;abril-juny;87;662.05;> 600 euros/mes
Municipi;Olot;2024;abril-juny;152;520.39;> 450 i <= 600 euros/mes
Municipi;Organyà;2024;abril-juny;9;436.76;> 350 i <= 450 euros/mes
Municipi;Palafolls;2024;abril-juny;13;639.4;> 600 euros/mes
Municipi;Palafrugell;2024;abril-juny;66;581.13;> 450 i <= 600 euros/mes
Municipi;Palamós;2024;abril-juny;68;743.62;> 600 euros/mes
Municipi;Palau-solità i Plegamans;2024;abril-juny;26;897.91;> 600 euros/mes
Municipi;Pallaresos;2024;abril-juny;7;595.0;> 450 i <= 600 euros/mes
Municipi;Pallejà;2024;abril-juny;27;1108.58;> 600 euros/mes
Municipi;Palma de Cervelló;2024;abril-juny;24;748.62;> 600 euros/mes
Municipi;Parets del Vallès;2024;abril-juny;48;758.71;> 600 euros/mes
Municipi;Peralada;2024;abril-juny;9;883.56;> 600 euros/mes
Municipi;Perelló;2024;abril-juny;7;392.86;> 350 i <= 450 euros/mes
Municipi;Piera;2024;abril-juny;48;673.74;> 600 euros/mes
Municipi;Pineda de Mar;2024;abril-juny;92;673.67;> 600 euros/mes
Municipi;Pla de Santa Maria;2024;abril-juny;7;571.15;> 450 i <= 600 euros/mes
Municipi;Pobla de Mafumet;2024;abril-juny;23;501.26;> 450 i <= 600 euros/mes
Municipi;Pobla de Segur;2024;abril-juny;17;375.4;> 350 i <= 450 euros/mes
Municipi;Polinyà;2024;abril-juny;15;731.33;> 600 euros/mes
Municipi;Pont de Vilomara i Rocafort;2024;abril-juny;20;426.19;> 350 i <= 450 euros/mes
Municipi;Ponts;2024;abril-juny;10;407.36;> 350 i <= 450 euros/mes
Municipi;Porqueres;2024;abril-juny;13;730.58;> 600 euros/mes
Municipi;Prat de Llobregat;2024;abril-juny;120;810.88;> 600 euros/mes
Municipi;Prats de Lluçanès;2024;abril-juny;8;482.34;> 450 i <= 600 euros/mes
Municipi;Premià de Dalt;2024;abril-juny;25;1173.23;> 600 euros/mes
Municipi;Premià de Mar;2024;abril-juny;93;856.52;> 600 euros/mes
Municipi;Puigcerdà;2024;abril-juny;54;617.28;> 600 euros/mes
Municipi;Puigpelat;2024;abril-juny;6;499.17;> 450 i <= 600 euros/mes
Municipi;Puig-reig;2024;abril-juny;17;481.18;> 450 i <= 600 euros/mes
Municipi;Quart;2024;abril-juny;16;1020.62;> 600 euros/mes
Municipi;Ràpita;2024;abril-juny;58;486.72;> 450 i <= 600 euros/mes
Municipi;Reus;2024;abril-juny;432;568.77;> 450 i <= 600 euros/mes
Municipi;Riba-roja d'Ebre;2024;abril-juny;6;386.67;> 350 i <= 450 euros/mes
Municipi;Ribes de Freser;2024;abril-juny;14;480.36;> 450 i <= 600 euros/mes
Municipi;Riells i Viabrea;2024;abril-juny;10;696.5;> 600 euros/mes
Municipi;Riera de Gaià;2024;abril-juny;6;510.0;> 450 i <= 600 euros/mes
Municipi;Ripoll;2024;abril-juny;50;425.81;> 350 i <= 450 euros/mes
Municipi;Ripollet;2024;abril-juny;103;685.09;> 600 euros/mes
Municipi;Riudarenes;2024;abril-juny;6;715.0;> 600 euros/mes
Municipi;Riudoms;2024;abril-juny;24;563.96;> 450 i <= 600 euros/mes
Municipi;Roca del Vallès;2024;abril-juny;20;741.51;> 600 euros/mes
Municipi;Roda de Berà;2024;abril-juny;40;722.7;> 600 euros/mes
Municipi;Roda de Ter;2024;abril-juny;21;594.95;> 450 i <= 600 euros/mes
Municipi;Roquetes;2024;abril-juny;31;408.95;> 350 i <= 450 euros/mes
Municipi;Roses;2024;abril-juny;83;629.25;> 600 euros/mes
Municipi;Rubí;2024;abril-juny;219;730.19;> 600 euros/mes
Municipi;Sabadell;2024;abril-juny;737;785.91;> 600 euros/mes
Municipi;Sallent;2024;abril-juny;34;438.37;> 350 i <= 450 euros/mes
Municipi;Salou;2024;abril-juny;158;652.11;> 600 euros/mes
Municipi;Salt;2024;abril-juny;94;509.92;> 450 i <= 600 euros/mes
Municipi;Sant Adrià de Besòs;2024;abril-juny;101;897.3;> 600 euros/mes
Municipi;Sant Andreu de la Barca;2024;abril-juny;63;739.23;> 600 euros/mes
Municipi;Sant Andreu de Llavaneres;2024;abril-juny;36;1200.42;> 600 euros/mes
Municipi;Sant Antoni de Vilamajor;2024;abril-juny;25;886.28;> 600 euros/mes
Municipi;Sant Boi de Llobregat;2024;abril-juny;165;780.18;> 600 euros/mes
Municipi;Sant Celoni;2024;abril-juny;76;702.09;> 600 euros/mes
Municipi;Sant Climent de Llobregat;2024;abril-juny;12;799.88;> 600 euros/mes
Municipi;Sant Cugat del Vallès;2024;abril-juny;369;1401.65;> 600 euros/mes
Municipi;Sant Esteve de Palautordera;2024;abril-juny;14;644.86;> 600 euros/mes
Municipi;Sant Esteve Sesrovires;2024;abril-juny;23;855.27;> 600 euros/mes
Municipi;Sant Feliu de Codines;2024;abril-juny;51;717.88;> 600 euros/mes
Municipi;Sant Feliu de Guíxols;2024;abril-juny;78;577.09;> 450 i <= 600 euros/mes
Municipi;Sant Feliu de Llobregat;2024;abril-juny;140;844.58;> 600 euros/mes
Municipi;Sant Feliu de Pallerols;2024;abril-juny;14;539.29;> 450 i <= 600 euros/mes
Municipi;Sant Fost de Campsentelles;2024;abril-juny;11;978.52;> 600 euros/mes
Municipi;Sant Fruitós de Bages;2024;abril-juny;23;549.77;> 450 i <= 600 euros/mes
Municipi;Sant Guim de Freixenet;2024;abril-juny;9;400.22;> 350 i <= 450 euros/mes
Municipi;Sant Hilari Sacalm;2024;abril-juny;30;485.83;> 450 i <= 600 euros/mes
Municipi;Sant Hipòlit de Voltregà;2024;abril-juny;13;505.38;> 450 i <= 600 euros/mes
Municipi;Sant Jaume d'Enveja;2024;abril-juny;12;439.58;> 350 i <= 450 euros/mes
Municipi;Sant Joan de les Abadesses;2024;abril-juny;21;438.55;> 350 i <= 450 euros/mes
Municipi;Sant Joan de Vilatorrada;2024;abril-juny;25;568.54;> 450 i <= 600 euros/mes
Municipi;Sant Joan Despí;2024;abril-juny;122;995.4;> 600 euros/mes
Municipi;Sant Joan les Fonts;2024;abril-juny;7;505.04;> 450 i <= 600 euros/mes
Municipi;Sant Julià de Ramis;2024;abril-juny;7;525.0;> 450 i <= 600 euros/mes
Municipi;Sant Julià de Vilatorta;2024;abril-juny;11;530.68;> 450 i <= 600 euros/mes
Municipi;Sant Just Desvern;2024;abril-juny;76;1231.53;> 600 euros/mes
Municipi;Sant Llorenç d'Hortons;2024;abril-juny;13;551.92;> 450 i <= 600 euros/mes
Municipi;Sant Llorenç Savall;2024;abril-juny;10;451.65;> 450 i <= 600 euros/mes
Municipi;Sant Martí de Centelles;2024;abril-juny;7;504.29;> 450 i <= 600 euros/mes
Municipi;Sant Martí Sarroca;2024;abril-juny;8;690.62;> 600 euros/mes
Municipi;Sant Pere de Ribes;2024;abril-juny;87;906.18;> 600 euros/mes
Municipi;Sant Pere de Riudebitlles;2024;abril-juny;7;660.79;> 600 euros/mes
Municipi;Sant Pere de Torelló;2024;abril-juny;13;436.92;> 350 i <= 450 euros/mes
Municipi;Sant Pere de Vilamajor;2024;abril-juny;12;885.51;> 600 euros/mes
Municipi;Sant Pol de Mar;2024;abril-juny;28;819.49;> 600 euros/mes
Municipi;Sant Quintí de Mediona;2024;abril-juny;7;608.57;> 600 euros/mes
Municipi;Sant Quirze de Besora;2024;abril-juny;12;406.78;> 350 i <= 450 euros/mes
Municipi;Sant Quirze del Vallès;2024;abril-juny;38;925.66;> 600 euros/mes
Municipi;Sant Sadurní d'Anoia;2024;abril-juny;60;604.04;> 600 euros/mes
Municipi;Sant Vicenç de Castellet;2024;abril-juny;40;554.61;> 450 i <= 600 euros/mes
Municipi;Sant Vicenç de Montalt;2024;abril-juny;16;1262.76;> 600 euros/mes
Municipi;Sant Vicenç de Torelló;2024;abril-juny;11;498.98;> 450 i <= 600 euros/mes
Municipi;Sant Vicenç dels Horts;2024;abril-juny;22;695.78;> 600 euros/mes
Municipi;Santa Bàrbara;2024;abril-juny;12;320.0;<= 350 euros/mes
Municipi;Santa Coloma de Cervelló;2024;abril-juny;20;971.56;> 600 euros/mes
Municipi;Santa Coloma de Farners;2024;abril-juny;46;603.48;> 600 euros/mes
Municipi;Santa Coloma de Gramenet;2024;abril-juny;356;669.89;> 600 euros/mes
Municipi;Santa Coloma de Queralt;2024;abril-juny;12;399.11;> 350 i <= 450 euros/mes
Municipi;Santa Cristina d'Aro;2024;abril-juny;10;932.0;> 600 euros/mes
Municipi;Santa Eugènia de Berga;2024;abril-juny;6;525.0;> 450 i <= 600 euros/mes
Municipi;Santa Eulàlia de Riuprimer;2024;abril-juny;6;615.83;> 600 euros/mes
Municipi;Santa Eulàlia de Ronçana;2024;abril-juny;12;862.81;> 600 euros/mes
Municipi;Santa Margarida de Montbui;2024;abril-juny;24;449.5;> 350 i <= 450 euros/mes
Municipi;Santa Margarida i els Monjos;2024;abril-juny;27;534.62;> 450 i <= 600 euros/mes
Municipi;Santa Maria de Palautordera;2024;abril-juny;30;680.57;> 600 euros/mes
Municipi;Santa Maria d'Oló;2024;abril-juny;6;600.0;> 450 i <= 600 euros/mes
Municipi;Santa Oliva;2024;abril-juny;9;581.74;> 450 i <= 600 euros/mes
Municipi;Santa Perpètua de Mogoda;2024;abril-juny;83;708.5;> 600 euros/mes
Municipi;Santpedor;2024;abril-juny;21;559.45;> 450 i <= 600 euros/mes
Municipi;Sarral;2024;abril-juny;7;335.71;<= 350 euros/mes
Municipi;Sarrià de Ter;2024;abril-juny;13;627.75;> 600 euros/mes
Municipi;Selva del Camp;2024;abril-juny;8;631.25;> 600 euros/mes
Municipi;Sénia;2024;abril-juny;9;310.56;<= 350 euros/mes
Municipi;Sentmenat;2024;abril-juny;36;746.39;> 600 euros/mes
Municipi;Serinyà;2024;abril-juny;8;570.0;> 450 i <= 600 euros/mes
Municipi;Seròs;2024;abril-juny;11;315.45;<= 350 euros/mes
Municipi;Seu d'Urgell;2024;abril-juny;101;604.82;> 600 euros/mes
Municipi;Seva;2024;abril-juny;16;546.25;> 450 i <= 600 euros/mes
Municipi;Sils;2024;abril-juny;30;572.18;> 450 i <= 600 euros/mes
Municipi;Sitges;2024;abril-juny;138;1401.9;> 600 euros/mes
Municipi;Solsona;2024;abril-juny;60;415.74;> 350 i <= 450 euros/mes
Municipi;Sort;2024;abril-juny;20;405.96;> 350 i <= 450 euros/mes
Municipi;Súria;2024;abril-juny;29;448.24;> 350 i <= 450 euros/mes
Municipi;Taradell;2024;abril-juny;28;719.64;> 600 euros/mes
Municipi;Tarragona;2024;abril-juny;643;649.45;> 600 euros/mes
Municipi;Tàrrega;2024;abril-juny;92;460.49;> 450 i <= 600 euros/mes
Municipi;Teià;2024;abril-juny;30;910.62;> 600 euros/mes
Municipi;Terrassa;2024;abril-juny;848;689.22;> 600 euros/mes
Municipi;Tiana;2024;abril-juny;31;1054.13;> 600 euros/mes
Municipi;Tivenys;2024;abril-juny;7;369.29;> 350 i <= 450 euros/mes
Municipi;Tona;2024;abril-juny;34;582.8;> 450 i <= 600 euros/mes
Municipi;Tordera;2024;abril-juny;46;602.01;> 600 euros/mes
Municipi;Torelló;2024;abril-juny;57;520.38;> 450 i <= 600 euros/mes
Municipi;Torredembarra;2024;abril-juny;78;621.78;> 600 euros/mes
Municipi;Torrefarrera;2024;abril-juny;11;737.27;> 600 euros/mes
Municipi;Torregrossa;2024;abril-juny;7;415.0;> 350 i <= 450 euros/mes
Municipi;Torrelavit;2024;abril-juny;7;600.0;> 450 i <= 600 euros/mes
Municipi;Torrelles de Foix;2024;abril-juny;10;436.0;> 350 i <= 450 euros/mes
Municipi;Torrelles de Llobregat;2024;abril-juny;11;920.73;> 600 euros/mes
Municipi;Torres de Segre;2024;abril-juny;7;343.0;<= 350 euros/mes
Municipi;Torroella de Montgrí;2024;abril-juny;54;607.85;> 600 euros/mes
Municipi;Tortosa;2024;abril-juny;197;467.06;> 450 i <= 600 euros/mes
Municipi;Tossa de Mar;2024;abril-juny;26;606.32;> 600 euros/mes
Municipi;Tremp;2024;abril-juny;35;414.05;> 350 i <= 450 euros/mes
Municipi;Ulldecona;2024;abril-juny;19;380.53;> 350 i <= 450 euros/mes
Municipi;Vacarisses;2024;abril-juny;14;780.78;> 600 euros/mes
Municipi;Vall de Boí;2024;abril-juny;9;404.44;> 350 i <= 450 euros/mes
Municipi;Vall d'en Bas;2024;abril-juny;15;607.33;> 600 euros/mes
Municipi;Vallgorguina;2024;abril-juny;6;816.67;> 600 euros/mes
Municipi;Vallirana;2024;abril-juny;41;860.66;> 600 euros/mes
Municipi;Vallromanes;2024;abril-juny;9;1284.14;> 600 euros/mes
Municipi;Valls;2024;abril-juny;109;497.58;> 450 i <= 600 euros/mes
Municipi;Vandellòs i l'Hospitalet de l'Infant;2024;abril-juny;15;522.0;> 450 i <= 600 euros/mes
Municipi;Vendrell;2024;abril-juny;173;584.41;> 450 i <= 600 euros/mes
Municipi;Ventalló;2024;abril-juny;6;700.0;> 600 euros/mes
Municipi;Verges;2024;abril-juny;6;605.0;> 600 euros/mes
Municipi;Vic;2024;abril-juny;241;605.53;> 600 euros/mes
Municipi;Vidreres;2024;abril-juny;15;820.33;> 600 euros/mes
Municipi;Vielha e Mijaran;2024;abril-juny;28;573.86;> 450 i <= 600 euros/mes
Municipi;Vilablareix;2024;abril-juny;7;911.43;> 600 euros/mes
Municipi;Viladecans;2024;abril-juny;148;822.35;> 600 euros/mes
Municipi;Viladecavalls;2024;abril-juny;8;995.0;> 600 euros/mes
Municipi;Vilafant;2024;abril-juny;9;710.56;> 600 euros/mes
Municipi;Vilafranca del Penedès;2024;abril-juny;206;660.06;> 600 euros/mes
Municipi;Vilallonga del Camp;2024;abril-juny;6;566.67;> 450 i <= 600 euros/mes
Municipi;Vilanova del Camí;2024;abril-juny;31;454.24;> 450 i <= 600 euros/mes
Municipi;Vilanova del Vallès;2024;abril-juny;10;1135.0;> 600 euros/mes
Municipi;Vilanova i la Geltrú;2024;abril-juny;258;776.9;> 600 euros/mes
Municipi;Vila-seca;2024;abril-juny;61;548.46;> 450 i <= 600 euros/mes
Municipi;Vilassar de Dalt;2024;abril-juny;21;900.07;> 600 euros/mes
Municipi;Vilassar de Mar;2024;abril-juny;71;1036.31;> 600 euros/mes
Municipi;Vilobí d'Onyar;2024;abril-juny;14;720.0;> 600 euros/mes
Municipi;Vinyols i els Arcs;2024;abril-juny;10;558.5;> 450 i <= 600 euros/mes
Municipi;Abrera;2024;gener-juny;94;741.24;> 600 euros/mes
Municipi;Agramunt;2024;gener-juny;48;396.56;> 350 i <= 450 euros/mes
Municipi;Agullana;2024;gener-juny;10;532.35;> 450 i <= 600 euros/mes
Municipi;Aiguafreda;2024;gener-juny;28;723.93;> 600 euros/mes
Municipi;Aiguamúrcia;2024;gener-juny;6;525.0;> 450 i <= 600 euros/mes
