ambitTerritorial;nomTerritori;any;periode;habitatges;renda;tramPreus
Municipi;Vacarisses;2021;gener-setembre;36;748.42;> 600 euros/mes
Municipi;Begues;2021;abril-juny;32;1121.09;> 600 euros/mes
Municipi;Bellpuig;2021;abril-juny;19;377.37;> 350 i <= 450 euros/mes
Municipi;Bellvei;2021;abril-juny;9;420.56;> 350 i <= 450 euros/mes
Municipi;Bellver de Cerdanya;2021;abril-juny;13;676.92;> 600 euros/mes
Municipi;Berga;2021;abril-juny;86;425.43;> 350 i <= 450 euros/mes
Municipi;Bescanó;2021;abril-juny;8;563.75;> 450 i <= 600 euros/mes
Municipi;Bigues i Riells del Fai;2021;abril-juny;13;865.38;> 600 euros/mes
Municipi;Bisbal d'Empordà;2021;abril-juny;64;454.04;> 450 i <= 600 euros/mes
Municipi;Blanes;2021;abril-juny;318;491.15;> 450 i <= 600 euros/mes
Municipi;Borges Blanques;2021;abril-juny;16;380.5;> 350 i <= 450 euros/mes
Municipi;Borges del Camp;2021;abril-juny;7;414.29;> 350 i <= 450 euros/mes
Municipi;Breda;2021;abril-juny;27;547.96;> 450 i <= 600 euros/mes
Municipi;Bruc;2021;abril-juny;10;619.43;> 600 euros/mes
Municipi;Cabrera de Mar;2021;abril-juny;22;1196.59;> 600 euros/mes
Municipi;Cabrils;2021;abril-juny;22;993.41;> 600 euros/mes
Municipi;Cadaqués;2021;abril-juny;11;684.09;> 600 euros/mes
Municipi;Calaf;2021;abril-juny;13;382.54;> 350 i <= 450 euros/mes
Municipi;Calafell;2021;abril-juny;180;555.46;> 450 i <= 600 euros/mes
Municipi;Caldes de Malavella;2021;abril-juny;9;627.28;> 600 euros/mes
Municipi;Caldes de Montbui;2021;abril-juny;106;673.64;> 600 euros/mes
Municipi;Caldes d'Estrac;2021;abril-juny;20;864.25;> 600 euros/mes
Municipi;Calella;2021;abril-juny;180;584.59;> 450 i <= 600 euros/mes
Municipi;Calldetenes;2021;abril-juny;8;556.88;> 450 i <= 600 euros/mes
Municipi;Callús;2021;abril-juny;11;388.36;> 350 i <= 450 euros/mes
Municipi;Calonge i Sant Antoni;2021;abril-juny;37;646.08;> 600 euros/mes
Municipi;Camarles;2021;abril-juny;12;355.42;> 350 i <= 450 euros/mes
Municipi;Cambrils;2021;abril-juny;158;570.22;> 450 i <= 600 euros/mes
Municipi;Campdevànol;2021;abril-juny;9;355.47;> 350 i <= 450 euros/mes
Municipi;Canet de Mar;2021;abril-juny;75;660.87;> 600 euros/mes
Municipi;Canonja;2021;abril-juny;26;389.92;> 350 i <= 450 euros/mes
Municipi;Canovelles;2021;abril-juny;60;547.52;> 450 i <= 600 euros/mes
Municipi;Cànoves i Samalús;2021;abril-juny;6;1025.0;> 600 euros/mes
Municipi;Canyelles;2021;abril-juny;10;1013.5;> 600 euros/mes
Municipi;Capellades;2021;abril-juny;23;491.52;> 450 i <= 600 euros/mes
Municipi;Cardedeu;2021;abril-juny;120;735.66;> 600 euros/mes
Municipi;Cardona;2021;abril-juny;21;357.38;> 350 i <= 450 euros/mes
Municipi;Cassà de la Selva;2021;abril-juny;50;545.61;> 450 i <= 600 euros/mes
Municipi;Castellar del Vallès;2021;abril-juny;56;699.39;> 600 euros/mes
Municipi;Castellbell i el Vilar;2021;abril-juny;13;463.46;> 450 i <= 600 euros/mes
Municipi;Castellbisbal;2021;abril-juny;35;764.43;> 600 euros/mes
Municipi;Castellcir;2021;abril-juny;8;678.13;> 600 euros/mes
Municipi;Castelldefels;2021;abril-juny;377;990.08;> 600 euros/mes
Municipi;Castellgalí;2021;abril-juny;10;660.0;> 600 euros/mes
Municipi;Castelló d'Empúries;2021;abril-juny;68;541.69;> 450 i <= 600 euros/mes
Municipi;Castell-Platja d'Aro;2021;abril-juny;54;695.15;> 600 euros/mes
Municipi;Castellterçol;2021;abril-juny;17;569.41;> 450 i <= 600 euros/mes
Municipi;Catllar;2021;abril-juny;7;470.0;> 450 i <= 600 euros/mes
Municipi;Cellera de Ter;2021;abril-juny;8;502.5;> 450 i <= 600 euros/mes
Municipi;Celrà;2021;abril-juny;11;569.92;> 450 i <= 600 euros/mes
Municipi;Centelles;2021;abril-juny;46;528.32;> 450 i <= 600 euros/mes
Municipi;Cerdanyola del Vallès;2021;abril-juny;225;768.32;> 600 euros/mes
Municipi;Cervelló;2021;abril-juny;25;784.81;> 600 euros/mes
Municipi;Cervera;2021;abril-juny;43;338.5;<= 350 euros/mes
Municipi;Constantí;2021;abril-juny;20;438.75;> 350 i <= 450 euros/mes
Municipi;Corbera de Llobregat;2021;abril-juny;68;734.01;> 600 euros/mes
Municipi;Cornellà de Llobregat;2021;abril-juny;394;695.54;> 600 euros/mes
Municipi;Cornellà del Terri;2021;abril-juny;9;518.33;> 450 i <= 600 euros/mes
Municipi;Creixell;2021;abril-juny;17;543.53;> 450 i <= 600 euros/mes
Municipi;Cubelles;2021;abril-juny;84;707.69;> 600 euros/mes
Municipi;Cunit;2021;abril-juny;71;588.93;> 450 i <= 600 euros/mes
Municipi;Deltebre;2021;abril-juny;41;354.61;> 350 i <= 450 euros/mes
Municipi;Dosrius;2021;abril-juny;15;859.33;> 600 euros/mes
Municipi;Escala;2021;abril-juny;61;609.9;> 600 euros/mes
Municipi;Esparreguera;2021;abril-juny;88;638.74;> 600 euros/mes
Municipi;Espluga de Francolí;2021;abril-juny;7;411.43;> 350 i <= 450 euros/mes
Municipi;Esplugues de Llobregat;2021;abril-juny;218;835.56;> 600 euros/mes
Municipi;Esquirol;2021;abril-juny;9;438.33;> 350 i <= 450 euros/mes
Municipi;Falset;2021;abril-juny;15;422.67;> 350 i <= 450 euros/mes
Municipi;Figaró-Montmany;2021;abril-juny;8;598.3;> 450 i <= 600 euros/mes
Municipi;Llorenç del Penedès;2021;gener-desembre;34;629.56;> 600 euros/mes
Municipi;Lloret de Mar;2021;gener-desembre;751;513.61;> 450 i <= 600 euros/mes
Municipi;Maçanet de Cabrenys;2021;gener-desembre;14;469.64;> 450 i <= 600 euros/mes
Municipi;Maçanet de la Selva;2021;gener-desembre;84;598.04;> 450 i <= 600 euros/mes
Municipi;Malgrat de Mar;2021;gener-desembre;301;567.21;> 450 i <= 600 euros/mes
Municipi;Manlleu;2021;gener-desembre;339;433.59;> 350 i <= 450 euros/mes
Municipi;Manresa;2021;gener-desembre;1814;446.59;> 350 i <= 450 euros/mes
Municipi;Marçà;2021;gener-desembre;7;301.43;<= 350 euros/mes
Municipi;Martorell;2021;gener-desembre;396;587.47;> 450 i <= 600 euros/mes
Municipi;Martorelles;2021;gener-desembre;65;633.98;> 600 euros/mes
Municipi;Masdenverge;2021;gener-desembre;12;291.67;<= 350 euros/mes
Municipi;Masies de Voltregà;2021;gener-desembre;16;478.69;> 450 i <= 600 euros/mes
Municipi;Masnou;2021;gener-desembre;635;835.66;> 600 euros/mes
Municipi;Masquefa;2021;gener-desembre;123;620.44;> 600 euros/mes
Municipi;Masroig;2021;gener-desembre;9;270.0;<= 350 euros/mes
Municipi;Matadepera;2021;gener-desembre;120;1034.09;> 600 euros/mes
Municipi;Mataró;2021;gener-desembre;2848;635.77;> 600 euros/mes
Municipi;Mediona;2021;gener-desembre;35;484.07;> 450 i <= 600 euros/mes
Municipi;Menàrguens;2021;gener-desembre;9;341.67;<= 350 euros/mes
Municipi;Mieres;2021;gener-desembre;6;766.33;> 600 euros/mes
Municipi;Moià;2021;gener-desembre;178;500.06;> 450 i <= 600 euros/mes
Municipi;Molins de Rei;2021;gener-desembre;485;739.39;> 600 euros/mes
Municipi;Mollerussa;2021;gener-desembre;439;393.9;> 350 i <= 450 euros/mes
Municipi;Mollet del Vallès;2021;gener-desembre;822;635.89;> 600 euros/mes
Municipi;Monistrol de Calders;2021;gener-desembre;9;367.96;> 350 i <= 450 euros/mes
Municipi;Monistrol de Montserrat;2021;gener-desembre;69;457.11;> 450 i <= 600 euros/mes
Municipi;Montagut i Oix;2021;gener-desembre;9;575.56;> 450 i <= 600 euros/mes
Municipi;Montblanc;2021;gener-desembre;89;409.65;> 350 i <= 450 euros/mes
Municipi;Montbrió del Camp;2021;gener-desembre;59;444.52;> 350 i <= 450 euros/mes
Municipi;Montcada i Reixac;2021;gener-desembre;466;644.54;> 600 euros/mes
Municipi;Montellà i Martinet;2021;gener-desembre;13;515.6;> 450 i <= 600 euros/mes
Municipi;Montesquiu;2021;gener-desembre;20;413.61;> 350 i <= 450 euros/mes
Municipi;Montferrer i Castellbò;2021;gener-desembre;12;543.75;> 450 i <= 600 euros/mes
Municipi;Montgai;2021;gener-desembre;8;452.5;> 450 i <= 600 euros/mes
Municipi;Montgat;2021;gener-desembre;230;830.94;> 600 euros/mes
Municipi;Montmajor;2021;gener-desembre;10;502.0;> 450 i <= 600 euros/mes
Municipi;Montmell;2021;gener-desembre;7;575.0;> 450 i <= 600 euros/mes
Municipi;Montmeló;2021;gener-desembre;116;665.52;> 600 euros/mes
Municipi;Montornès del Vallès;2021;gener-desembre;220;650.35;> 600 euros/mes
Municipi;Mont-ras;2021;gener-desembre;6;566.67;> 450 i <= 600 euros/mes
Municipi;Mont-roig del Camp;2021;gener-desembre;217;515.73;> 450 i <= 600 euros/mes
Municipi;Montseny;2021;gener-desembre;20;518.5;> 450 i <= 600 euros/mes
Municipi;Móra d'Ebre;2021;gener-desembre;81;368.24;> 350 i <= 450 euros/mes
Municipi;Móra la Nova;2021;gener-desembre;35;333.24;<= 350 euros/mes
Municipi;Morell;2021;gener-desembre;67;465.73;> 450 i <= 600 euros/mes
Municipi;Naut Aran;2021;gener-desembre;11;609.09;> 600 euros/mes
Municipi;Navarcles;2021;gener-desembre;94;462.8;> 450 i <= 600 euros/mes
Municipi;Navàs;2021;gener-desembre;123;433.0;> 350 i <= 450 euros/mes
Municipi;Navata;2021;gener-desembre;31;689.6;> 600 euros/mes
Municipi;Nou de Gaià;2021;gener-desembre;10;443.75;> 350 i <= 450 euros/mes
Municipi;Òdena;2021;gener-desembre;35;481.61;> 450 i <= 600 euros/mes
Municipi;Olèrdola;2021;gener-desembre;16;675.89;> 600 euros/mes
Municipi;Olesa de Bonesvalls;2021;gener-desembre;9;805.56;> 600 euros/mes
Municipi;Olesa de Montserrat;2021;gener-desembre;371;546.09;> 450 i <= 600 euros/mes
Municipi;Oliana;2021;gener-desembre;13;350.0;<= 350 euros/mes
Municipi;Olivella;2021;gener-desembre;32;1002.5;> 600 euros/mes
Municipi;Olost;2021;gener-desembre;14;489.64;> 450 i <= 600 euros/mes
Municipi;Olot;2021;gener-desembre;835;451.44;> 450 i <= 600 euros/mes
Municipi;Olvan;2021;gener-desembre;17;407.65;> 350 i <= 450 euros/mes
Municipi;Organyà;2021;gener-desembre;11;395.45;> 350 i <= 450 euros/mes
Municipi;Orís;2021;gener-desembre;6;538.33;> 450 i <= 600 euros/mes
Municipi;Oristà;2021;gener-desembre;9;541.11;> 450 i <= 600 euros/mes
Municipi;Òrrius;2021;gener-desembre;18;653.89;> 600 euros/mes
Municipi;Os de Balaguer;2021;gener-desembre;10;429.0;> 350 i <= 450 euros/mes
Municipi;Osor;2021;gener-desembre;7;492.86;> 450 i <= 600 euros/mes
Municipi;Palafolls;2021;gener-desembre;110;546.32;> 450 i <= 600 euros/mes
Municipi;Palafrugell;2021;gener-desembre;429;491.47;> 450 i <= 600 euros/mes
Municipi;Palamós;2021;gener-desembre;329;576.14;> 450 i <= 600 euros/mes
Municipi;Palau d'Anglesola;2021;gener-desembre;19;427.89;> 350 i <= 450 euros/mes
Municipi;Palau-saverdera;2021;gener-desembre;21;633.46;> 600 euros/mes
Municipi;Palau-solità i Plegamans;2021;gener-desembre;157;795.72;> 600 euros/mes
Municipi;Pallaresos;2021;gener-desembre;20;607.5;> 600 euros/mes
Municipi;Pallejà;2021;gener-desembre;131;762.4;> 600 euros/mes
Municipi;Palma de Cervelló;2021;gener-desembre;72;673.58;> 600 euros/mes
Municipi;Pals;2021;gener-desembre;20;772.25;> 600 euros/mes
Municipi;Papiol;2021;gener-desembre;55;665.27;> 600 euros/mes
Municipi;Parets del Vallès;2021;gener-desembre;267;717.64;> 600 euros/mes
Municipi;Perafort;2021;gener-desembre;12;494.17;> 450 i <= 600 euros/mes
Municipi;Peralada;2021;gener-desembre;53;691.51;> 600 euros/mes
Municipi;Perelló;2021;gener-desembre;18;325.5;<= 350 euros/mes
Municipi;Piera;2021;gener-desembre;209;573.16;> 450 i <= 600 euros/mes
Municipi;Pineda de Mar;2021;gener-desembre;627;561.14;> 450 i <= 600 euros/mes
Municipi;Pla de Santa Maria;2021;gener-desembre;29;402.35;> 350 i <= 450 euros/mes
Municipi;Pla del Penedès;2021;gener-desembre;25;459.18;> 450 i <= 600 euros/mes
Municipi;Planes d'Hostoles;2021;gener-desembre;14;470.0;> 450 i <= 600 euros/mes
Municipi;Pobla de Claramunt;2021;gener-desembre;26;469.62;> 450 i <= 600 euros/mes
Municipi;Pobla de Lillet;2021;gener-desembre;20;369.0;> 350 i <= 450 euros/mes
Municipi;Pobla de Mafumet;2021;gener-desembre;70;483.44;> 450 i <= 600 euros/mes
Municipi;Pobla de Montornès;2021;gener-desembre;43;534.3;> 450 i <= 600 euros/mes
Municipi;Pobla de Segur;2021;gener-desembre;65;313.66;<= 350 euros/mes
Municipi;Polinyà;2021;gener-desembre;121;640.08;> 600 euros/mes
Municipi;Pont d'Armentera;2021;gener-desembre;6;413.33;> 350 i <= 450 euros/mes
Municipi;Pont de Molins;2021;gener-desembre;6;533.33;> 450 i <= 600 euros/mes
Municipi;Pont de Suert;2021;gener-desembre;31;357.08;> 350 i <= 450 euros/mes
Municipi;Pont de Vilomara i Rocafort;2021;gener-desembre;54;419.62;> 350 i <= 450 euros/mes
Municipi;Ponts;2021;gener-desembre;23;323.26;<= 350 euros/mes
Municipi;Porqueres;2021;gener-desembre;40;590.28;> 450 i <= 600 euros/mes
Municipi;Porrera;2021;gener-desembre;6;285.0;<= 350 euros/mes
Municipi;Port de la Selva;2021;gener-desembre;15;589.67;> 450 i <= 600 euros/mes
Municipi;Portbou;2021;gener-desembre;18;348.89;<= 350 euros/mes
Municipi;Pradell de la Teixeta;2021;gener-desembre;6;405.0;> 350 i <= 450 euros/mes
Municipi;Prat de Llobregat;2021;gener-desembre;892;713.29;> 600 euros/mes
Municipi;Pratdip;2021;gener-desembre;6;416.67;> 350 i <= 450 euros/mes
Municipi;Prats de Lluçanès;2021;gener-desembre;20;402.25;> 350 i <= 450 euros/mes
Municipi;Prats de Rei;2021;gener-desembre;6;332.99;<= 350 euros/mes
Municipi;Preixana;2021;gener-desembre;6;423.33;> 350 i <= 450 euros/mes
Municipi;Premià de Dalt;2021;gener-desembre;129;1070.72;> 600 euros/mes
Municipi;Premià de Mar;2021;gener-desembre;520;749.22;> 600 euros/mes
Municipi;Preses;2021;gener-desembre;17;375.45;> 350 i <= 450 euros/mes
Municipi;Puigcerdà;2021;gener-desembre;275;540.86;> 450 i <= 600 euros/mes
Municipi;Puigdàlber;2021;gener-desembre;6;595.0;> 450 i <= 600 euros/mes
Municipi;Puigpelat;2021;gener-desembre;11;514.55;> 450 i <= 600 euros/mes
Municipi;Puig-reig;2021;gener-desembre;82;411.27;> 350 i <= 450 euros/mes
Municipi;Quart;2021;gener-desembre;41;617.76;> 600 euros/mes
Municipi;Rajadell;2021;gener-desembre;15;563.13;> 450 i <= 600 euros/mes
Municipi;Ràpita;2021;gener-desembre;284;372.6;> 350 i <= 450 euros/mes
Municipi;Figueres;2021;abril-juny;320;465.41;> 450 i <= 600 euros/mes
Municipi;Flaçà;2021;abril-juny;8;548.75;> 450 i <= 600 euros/mes
Municipi;Forallac;2021;abril-juny;15;526.13;> 450 i <= 600 euros/mes
Municipi;Fornells de la Selva;2021;abril-juny;7;765.14;> 600 euros/mes
Municipi;Franqueses del Vallès;2021;abril-juny;104;682.89;> 600 euros/mes
Municipi;Garriga;2021;abril-juny;128;707.48;> 600 euros/mes
Municipi;Gavà;2021;abril-juny;166;961.89;> 600 euros/mes
Municipi;Gelida;2021;abril-juny;59;534.98;> 450 i <= 600 euros/mes
Municipi;Girona;2021;abril-juny;947;614.42;> 600 euros/mes
Municipi;Gironella;2021;abril-juny;16;381.56;> 350 i <= 450 euros/mes
Municipi;Golmés;2021;abril-juny;7;460.71;> 450 i <= 600 euros/mes
Municipi;Granollers;2021;abril-juny;336;660.64;> 600 euros/mes
Municipi;Guissona;2021;abril-juny;55;389.7;> 350 i <= 450 euros/mes
Municipi;Hospitalet de Llobregat;2021;abril-juny;1621;682.95;> 600 euros/mes
Municipi;Hostalric;2021;abril-juny;24;521.32;> 450 i <= 600 euros/mes
Municipi;Igualada;2021;abril-juny;234;465.75;> 450 i <= 600 euros/mes
Municipi;Jonquera;2021;abril-juny;26;440.96;> 350 i <= 450 euros/mes
Municipi;Juneda;2021;abril-juny;7;336.43;<= 350 euros/mes
Municipi;Linyola;2021;abril-juny;11;313.02;<= 350 euros/mes
Municipi;Llagosta;2021;abril-juny;55;632.07;> 600 euros/mes
Municipi;Llagostera;2021;abril-juny;34;522.97;> 450 i <= 600 euros/mes
Municipi;Llançà;2021;abril-juny;37;525.65;> 450 i <= 600 euros/mes
Municipi;Lleida;2021;abril-juny;905;435.3;> 350 i <= 450 euros/mes
Municipi;Lliçà d'Amunt;2021;abril-juny;18;827.5;> 600 euros/mes
Municipi;Lliçà de Vall;2021;abril-juny;6;851.67;> 600 euros/mes
Municipi;Llinars del Vallès;2021;abril-juny;58;644.69;> 600 euros/mes
Municipi;Llívia;2021;abril-juny;7;547.14;> 450 i <= 600 euros/mes
Municipi;Llorenç del Penedès;2021;abril-juny;10;600.0;> 450 i <= 600 euros/mes
Municipi;Lloret de Mar;2021;abril-juny;207;513.03;> 450 i <= 600 euros/mes
Municipi;Maçanet de la Selva;2021;abril-juny;24;636.46;> 600 euros/mes
Municipi;Malgrat de Mar;2021;abril-juny;82;558.24;> 450 i <= 600 euros/mes
Municipi;Manlleu;2021;abril-juny;93;434.8;> 350 i <= 450 euros/mes
Municipi;Manresa;2021;abril-juny;526;435.22;> 350 i <= 450 euros/mes
Municipi;Martorell;2021;abril-juny;100;608.36;> 600 euros/mes
Municipi;Martorelles;2021;abril-juny;17;582.41;> 450 i <= 600 euros/mes
Municipi;Masnou;2021;abril-juny;162;924.75;> 600 euros/mes
Municipi;Masquefa;2021;abril-juny;31;590.16;> 450 i <= 600 euros/mes
Municipi;Matadepera;2021;abril-juny;29;1285.86;> 600 euros/mes
Municipi;Mataró;2021;abril-juny;745;634.51;> 600 euros/mes
Municipi;Mediona;2021;abril-juny;10;536.5;> 450 i <= 600 euros/mes
Municipi;Moià;2021;abril-juny;39;459.16;> 450 i <= 600 euros/mes
Municipi;Molins de Rei;2021;abril-juny;110;696.05;> 600 euros/mes
Municipi;Mollerussa;2021;abril-juny;132;374.4;> 350 i <= 450 euros/mes
Municipi;Mollet del Vallès;2021;abril-juny;182;628.48;> 600 euros/mes
Municipi;Monistrol de Montserrat;2021;abril-juny;13;451.17;> 450 i <= 600 euros/mes
Municipi;Montblanc;2021;abril-juny;21;343.94;<= 350 euros/mes
Municipi;Montbrió del Camp;2021;abril-juny;14;401.79;> 350 i <= 450 euros/mes
Municipi;Montcada i Reixac;2021;abril-juny;132;654.34;> 600 euros/mes
Municipi;Montgat;2021;abril-juny;57;843.25;> 600 euros/mes
Municipi;Montmeló;2021;abril-juny;28;665.35;> 600 euros/mes
Municipi;Montornès del Vallès;2021;abril-juny;49;648.47;> 600 euros/mes
Municipi;Mont-roig del Camp;2021;abril-juny;58;496.53;> 450 i <= 600 euros/mes
Municipi;Móra d'Ebre;2021;abril-juny;25;393.4;> 350 i <= 450 euros/mes
Municipi;Morell;2021;abril-juny;19;491.58;> 450 i <= 600 euros/mes
Municipi;Navarcles;2021;abril-juny;28;455.11;> 450 i <= 600 euros/mes
Municipi;Navàs;2021;abril-juny;29;417.41;> 350 i <= 450 euros/mes
Municipi;Navata;2021;abril-juny;7;633.21;> 600 euros/mes
Municipi;Òdena;2021;abril-juny;8;471.25;> 450 i <= 600 euros/mes
Municipi;Olesa de Montserrat;2021;abril-juny;78;584.79;> 450 i <= 600 euros/mes
Municipi;Olivella;2021;abril-juny;7;971.43;> 600 euros/mes
Municipi;Olot;2021;abril-juny;217;442.3;> 350 i <= 450 euros/mes
Municipi;Palafolls;2021;abril-juny;28;531.23;> 450 i <= 600 euros/mes
Municipi;Palafrugell;2021;abril-juny;132;483.84;> 450 i <= 600 euros/mes
Municipi;Palamós;2021;abril-juny;95;574.71;> 450 i <= 600 euros/mes
Municipi;Palau-saverdera;2021;abril-juny;7;560.74;> 450 i <= 600 euros/mes
Municipi;Palau-solità i Plegamans;2021;abril-juny;46;809.32;> 600 euros/mes
Municipi;Pallaresos;2021;abril-juny;10;552.0;> 450 i <= 600 euros/mes
Municipi;Pallejà;2021;abril-juny;31;761.78;> 600 euros/mes
Municipi;Palma de Cervelló;2021;abril-juny;14;658.93;> 600 euros/mes
Municipi;Papiol;2021;abril-juny;16;734.06;> 600 euros/mes
Municipi;Parets del Vallès;2021;abril-juny;73;719.43;> 600 euros/mes
Municipi;Peralada;2021;abril-juny;18;608.06;> 600 euros/mes
Municipi;Perelló;2021;abril-juny;6;348.33;<= 350 euros/mes
Municipi;Piera;2021;abril-juny;56;585.35;> 450 i <= 600 euros/mes
Municipi;Pineda de Mar;2021;abril-juny;150;557.05;> 450 i <= 600 euros/mes
Municipi;Pla de Santa Maria;2021;abril-juny;6;449.76;> 350 i <= 450 euros/mes
Municipi;Pla del Penedès;2021;abril-juny;6;482.5;> 450 i <= 600 euros/mes
Municipi;Pobla de Claramunt;2021;abril-juny;11;420.0;> 350 i <= 450 euros/mes
Municipi;Pobla de Mafumet;2021;abril-juny;14;497.15;> 450 i <= 600 euros/mes
Municipi;Pobla de Montornès;2021;abril-juny;13;488.85;> 450 i <= 600 euros/mes
Municipi;Pobla de Segur;2021;abril-juny;15;272.87;<= 350 euros/mes
Municipi;Polinyà;2021;abril-juny;33;644.97;> 600 euros/mes
Municipi;Pont de Suert;2021;abril-juny;6;341.67;<= 350 euros/mes
Municipi;Pont de Vilomara i Rocafort;2021;abril-juny;11;379.98;> 350 i <= 450 euros/mes
Municipi;Ponts;2021;abril-juny;9;331.67;<= 350 euros/mes
Municipi;Porqueres;2021;abril-juny;6;662.67;> 600 euros/mes
Municipi;Prat de Llobregat;2021;abril-juny;227;691.72;> 600 euros/mes
Municipi;Premià de Dalt;2021;abril-juny;29;1029.6;> 600 euros/mes
Municipi;Premià de Mar;2021;abril-juny;128;767.29;> 600 euros/mes
Municipi;Puigcerdà;2021;abril-juny;63;521.27;> 450 i <= 600 euros/mes
Municipi;Puig-reig;2021;abril-juny;18;411.02;> 350 i <= 450 euros/mes
Municipi;Quart;2021;abril-juny;12;659.58;> 600 euros/mes
Municipi;Reus;2021;abril-juny;618;466.54;> 450 i <= 600 euros/mes
Municipi;Riba-roja d'Ebre;2021;abril-juny;6;328.33;<= 350 euros/mes
Municipi;Ribera d'Urgellet;2021;abril-juny;9;476.11;> 450 i <= 600 euros/mes
Municipi;Ribes de Freser;2021;abril-juny;9;486.39;> 450 i <= 600 euros/mes
Municipi;Riells i Viabrea;2021;abril-juny;12;655.83;> 600 euros/mes
Municipi;Riera de Gaià;2021;abril-juny;6;540.83;> 450 i <= 600 euros/mes
Municipi;Ripoll;2021;abril-juny;85;384.07;> 350 i <= 450 euros/mes
Municipi;Ripollet;2021;abril-juny;132;631.58;> 600 euros/mes
Municipi;Riudarenes;2021;abril-juny;8;581.25;> 450 i <= 600 euros/mes
Municipi;Riudellots de la Selva;2021;abril-juny;6;517.5;> 450 i <= 600 euros/mes
Municipi;Riudoms;2021;abril-juny;19;403.11;> 350 i <= 450 euros/mes
Municipi;Roca del Vallès;2021;abril-juny;30;724.2;> 600 euros/mes
Municipi;Roda de Berà;2021;abril-juny;37;515.73;> 450 i <= 600 euros/mes
Municipi;Roda de Ter;2021;abril-juny;29;483.65;> 450 i <= 600 euros/mes
Municipi;Roquetes;2021;abril-juny;24;366.04;> 350 i <= 450 euros/mes
Municipi;Roses;2021;abril-juny;102;503.53;> 450 i <= 600 euros/mes
Municipi;Rubí;2021;abril-juny;293;643.34;> 600 euros/mes
Municipi;Sabadell;2021;abril-juny;960;657.3;> 600 euros/mes
Municipi;Sallent;2021;abril-juny;18;389.61;> 350 i <= 450 euros/mes
Municipi;Salou;2021;abril-juny;223;523.8;> 450 i <= 600 euros/mes
Municipi;Salt;2021;abril-juny;112;453.29;> 450 i <= 600 euros/mes
Municipi;Sant Adrià de Besòs;2021;abril-juny;103;731.72;> 600 euros/mes
Municipi;Sant Andreu de la Barca;2021;abril-juny;77;643.29;> 600 euros/mes
Municipi;Sant Andreu de Llavaneres;2021;abril-juny;75;925.37;> 600 euros/mes
Municipi;Sant Antoni de Vilamajor;2021;abril-juny;27;799.62;> 600 euros/mes
Municipi;Sant Boi de Llobregat;2021;abril-juny;290;676.51;> 600 euros/mes
Municipi;Ràpita;2021;abril-juny;71;367.65;> 350 i <= 450 euros/mes
Municipi;Sant Cebrià de Vallalta;2021;abril-juny;7;720.71;> 600 euros/mes
Municipi;Sant Celoni;2021;abril-juny;74;593.12;> 450 i <= 600 euros/mes
Municipi;Sant Climent de Llobregat;2021;abril-juny;15;736.16;> 600 euros/mes
Municipi;Sant Cugat del Vallès;2021;abril-juny;530;1178.72;> 600 euros/mes
Municipi;Sant Esteve de Palautordera;2021;abril-juny;23;708.91;> 600 euros/mes
Municipi;Sant Esteve Sesrovires;2021;abril-juny;30;797.83;> 600 euros/mes
Municipi;Sant Feliu de Codines;2021;abril-juny;48;562.29;> 450 i <= 600 euros/mes
Municipi;Sant Feliu de Guíxols;2021;abril-juny;106;551.44;> 450 i <= 600 euros/mes
Municipi;Sant Feliu de Llobregat;2021;abril-juny;173;816.32;> 600 euros/mes
Municipi;Sant Feliu de Pallerols;2021;abril-juny;7;430.0;> 350 i <= 450 euros/mes
Municipi;Sant Fost de Campsentelles;2021;abril-juny;20;796.34;> 600 euros/mes
Municipi;Sant Fruitós de Bages;2021;abril-juny;41;606.61;> 600 euros/mes
Municipi;Sant Gregori;2021;abril-juny;6;615.0;> 600 euros/mes
Municipi;Sant Guim de Freixenet;2021;abril-juny;7;282.14;<= 350 euros/mes
Municipi;Sant Hilari Sacalm;2021;abril-juny;20;358.25;> 350 i <= 450 euros/mes
Municipi;Sant Hipòlit de Voltregà;2021;abril-juny;14;488.74;> 450 i <= 600 euros/mes
Municipi;Sant Iscle de Vallalta;2021;abril-juny;6;666.67;> 600 euros/mes
Municipi;Sant Jaume d'Enveja;2021;abril-juny;14;367.5;> 350 i <= 450 euros/mes
Municipi;Sant Joan de les Abadesses;2021;abril-juny;14;421.39;> 350 i <= 450 euros/mes
Municipi;Sant Joan de Vilatorrada;2021;abril-juny;27;455.79;> 450 i <= 600 euros/mes
Municipi;Sant Joan Despí;2021;abril-juny;124;780.45;> 600 euros/mes
Municipi;Sant Joan les Fonts;2021;abril-juny;8;394.46;> 350 i <= 450 euros/mes
Municipi;Sant Julià de Vilatorta;2021;abril-juny;7;497.14;> 450 i <= 600 euros/mes
Municipi;Sant Julià del Llor i Bonmatí;2021;abril-juny;8;481.25;> 450 i <= 600 euros/mes
Municipi;Sant Just Desvern;2021;abril-juny;146;1101.38;> 600 euros/mes
Municipi;Sant Llorenç d'Hortons;2021;abril-juny;11;611.36;> 600 euros/mes
Municipi;Sant Llorenç Savall;2021;abril-juny;13;563.08;> 450 i <= 600 euros/mes
Municipi;Sant Martí Sarroca;2021;abril-juny;14;666.21;> 600 euros/mes
Municipi;Sant Pere de Ribes;2021;abril-juny;124;705.91;> 600 euros/mes
